date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate,fuel_pressure,inflation_pressure,fx_pressure,policy_pressure,raw_cfpi,cfpi,cfpi_trend,risk_flag
2020-01-01,2.08,2.63,2.18,2.08,4.0925,123.4,Negeri Sembilan,overall,3.0,-0.33024823261450004,1.374623305005843,-1.6105886099835311,0,-0.4108330273445211,34.4735950375891,-2.9404988206996165,Moderate
2020-01-01,2.08,2.63,2.18,2.08,4.0925,120.8,Melaka,overall,3.0,-0.33024823261450004,0.6970443148491067,-1.6105886099835311,0,-0.6012470371259256,25.578655591687955,-9.430799978755587,Low
2020-02-01,2.08,2.41,2.18,2.08,4.0885,121.5,W.P. Putrajaya,overall,2.75,-1.034917615365508,-1.124801713463214,-0.9608831698898536,0,-0.6146849153572692,10.263071490090603,-1.2234521178469535,Low
2020-02-01,2.08,2.41,2.18,2.08,4.0885,118.5,W.P. Labuan,overall,2.75,-1.034917615365508,0.4963810657348039,-0.9608831698898536,0,-0.3170391284088458,31.669768154747555,8.725591992854337,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,123.9,W.P. Kuala Lumpur,overall,2.75,-1.034917615365508,-0.29134435643915146,-0.9608831698898536,0,-0.4605670439740604,27.08120606689667,2.1372204974593707,Low
2020-02-01,2.08,2.41,2.18,2.08,4.0885,117.8,Terengganu,overall,2.75,-1.034917615365508,0.9177915630389796,-0.9608831698898536,0,-0.22190194737496338,43.23989080467506,13.142432769948567,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,125.5,Selangor,overall,2.75,-1.034917615365508,0.44255730309855384,-0.9608831698898536,0,-0.1920925337488892,43.89113450253343,6.949044233486205,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,115.4,Sabah,overall,2.75,-1.034917615365508,0.8889358460257242,-0.9608831698898536,0,-0.1408677260392784,46.616855745950176,6.674324623795997,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,124.3,Pulau Pinang,overall,2.75,-1.034917615365508,0.10605270655558559,-0.9608831698898536,0,-0.4538751547496709,22.957278129917768,6.6651276633736,Low
2020-02-01,2.08,2.41,2.18,2.08,4.0885,117.4,Sarawak,overall,2.75,-1.034917615365508,1.1775724962415628,-0.9608831698898536,0,-0.11719332137837853,47.8085041680067,9.324061288152173,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,118.4,Perak,overall,2.75,-1.034917615365508,0.8618470733149323,-0.9608831698898536,0,-0.31593242833297386,37.07620311165259,9.181594087700393,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.2,Pahang,overall,2.75,-1.034917615365508,1.2826838847961348,-0.9608831698898536,0,-0.13976111929314303,46.66589470301269,7.530635320446258,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,123.3,Negeri Sembilan,overall,2.75,-1.034917615365508,0.4491291685098881,-0.9608831698898536,0,-0.25920837605313,41.46182000117175,6.9882249635826525,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.6,Melaka,overall,2.75,-1.034917615365508,-0.25737688982899753,-0.9608831698898536,0,-0.500273486803343,30.266772024500508,4.688116432812553,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,121.1,Kelantan,overall,2.75,-1.034917615365508,0.6658875033919911,-0.9608831698898536,0,-0.36457634462037003,34.8311971400509,11.197658675337841,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,120.1,Kedah,overall,2.75,-1.034917615365508,0.595309626405682,-0.9608831698898536,0,-0.16259289824571316,33.86075048823033,5.441249988044749,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,126.0,Johor,overall,2.75,-1.034917615365508,0.4144954384798234,-0.9608831698898536,0,-0.18123176917260742,44.58657112864136,8.887249439452894,Moderate
2020-02-01,2.08,2.41,2.18,2.08,4.0885,116.1,Perlis,overall,2.75,-1.034917615365508,0.32384414212161294,-0.9608831698898536,0,-0.2879841323162569,33.83172578255339,6.086199488037412,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,113.9,Sabah,overall,2.75,-0.3060102991193275,-1.896648917227563,0.9857231723125087,0,-0.1857988244724009,44.561342067631365,-2.0555136783188104,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,120.5,W.P. Putrajaya,overall,2.75,-0.3060102991193275,-2.0096848227689397,0.9857231723125087,0,-0.6427440374021076,8.737252613112737,-1.5258188769778656,Low
2020-03-01,2.08,2.4,2.13,2.08,4.226,117.1,W.P. Labuan,overall,2.75,-0.3060102991193275,-1.864759865739931,0.9857231723125087,0,-0.3267095235893085,31.17722023036888,-0.49254792437867323,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,122.8,W.P. Kuala Lumpur,overall,2.75,-0.3060102991193275,-1.9368915695891404,0.9857231723125087,0,-0.4972829437909785,25.269607783840854,-1.8115982830558153,Low
2020-03-01,2.08,2.4,2.13,2.08,4.226,115.9,Terengganu,overall,2.75,-0.3060102991193275,-1.7215377867488708,0.9857231723125087,0,-0.22111954528251154,43.27557869128574,0.03568788661067401,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,124.2,Selangor,overall,2.75,-0.3060102991193275,-1.7421277809795133,0.9857231723125087,0,-0.2382498433927843,41.741812681175794,-2.1493218213576384,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,115.7,Sarawak,overall,2.75,-0.3060102991193275,-1.714253272952534,0.9857231723125087,0,-0.11610540122487961,47.85774705644873,0.04924288844203062,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,123.1,Pulau Pinang,overall,2.75,-0.3060102991193275,-1.8739986394659205,0.9857231723125087,0,-0.4276277165987765,24.345567403089515,1.3882892731717469,Low
2020-03-01,2.08,2.4,2.13,2.08,4.226,118.5,Kedah,overall,2.75,-0.3060102991193275,-1.874953620048813,0.9857231723125087,0,-0.19164103265907792,32.23320278812068,-1.6275477001096519,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,116.9,Perak,overall,2.75,-0.3060102991193275,-1.9073961137278215,0.9857231723125087,0,-0.2995409879703634,37.86165827004995,0.7854551583973617,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,118.6,Pahang,overall,2.75,-0.3060102991193275,-1.5599370078772161,0.9857231723125087,0,-0.07175338351418566,49.92028539526008,3.254390692247391,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,121.4,Negeri Sembilan,overall,2.75,-0.3060102991193275,-1.857784449709896,0.9857231723125087,0,-0.27680458576997796,40.650828708130646,-0.8109912930411056,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,119.1,Melaka,overall,2.75,-0.3060102991193275,-1.9476295136786606,0.9857231723125087,0,-0.44876309889082294,32.65835571410785,2.391583689607341,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,119.5,Kelantan,overall,2.75,-0.3060102991193275,-1.8287152018471342,0.9857231723125087,0,-0.3299841122032991,36.46857026034229,1.637373120291393,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,124.3,Johor,overall,2.75,-0.3060102991193275,-1.800642818844398,0.9857231723125087,0,-0.24008961342754084,41.901722786574794,-2.684848342066566,Moderate
2020-03-01,2.08,2.4,2.13,2.08,4.226,114.1,Perlis,overall,2.75,-0.3060102991193275,-1.9682045429573511,0.9857231723125087,0,-0.3330838394205679,31.54029043154201,-2.29143535101138,Moderate
2020-04-01,1.38,1.68,1.68,1.38,4.3275,110.6,Sabah,overall,2.5,-2.0341231867538734,-1.904961877483261,1.7861974876055335,0,-0.55658135480192,27.59873511270905,-16.962606954922315,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,113.8,W.P. Labuan,overall,2.5,-2.0341231867538734,-1.916342653527193,1.7861974876055335,0,-0.5999867803674289,17.25822901086841,-13.918991219500473,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.3,W.P. Kuala Lumpur,overall,2.5,-2.0341231867538734,-1.8912491464970815,1.7861974876055335,0,-0.6973758692499518,15.396827816017149,-9.872779967823705,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,112.5,Terengganu,overall,2.5,-2.0341231867538734,-1.8955255823686477,1.7861974876055335,0,-0.5316843214978211,29.109716117850517,-14.16586257343522,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,121.0,Selangor,overall,2.5,-2.0341231867538734,-1.9028355936006807,1.7861974876055335,0,-0.5903833191281829,25.344666286212437,-16.397146394963357,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,117.8,W.P. Putrajaya,overall,2.5,-2.0341231867538734,-1.893932614897058,1.7861974876055335,0,-0.8034181784203996,0.0,-8.737252613112737,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,112.3,Sarawak,overall,2.5,-2.0341231867538734,-1.8734866923839002,1.7861974876055335,0,-0.49795548218306,30.573940999792427,-17.283806056656303,Moderate
2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.2,Pulau Pinang,overall,2.5,-2.0341231867538734,-1.9174885990963189,1.7861974876055335,0,-0.6467366395227679,12.756376656059324,-11.589190747030191,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,113.7,Perak,overall,2.5,-2.0341231867538734,-1.9129659600609004,1.7861974876055335,0,-0.5619293608439336,25.28837023569595,-12.573288034354,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,114.9,Pahang,overall,2.5,-2.0341231867538734,-1.9151372761062808,1.7861974876055335,0,-0.47254815736051725,30.740955770960394,-19.179329624299687,Moderate
2020-04-01,1.38,1.68,1.68,1.38,4.3275,117.7,Negeri Sembilan,overall,2.5,-2.0341231867538734,-1.896748549216635,1.7861974876055335,0,-0.6023997243372667,25.644482075323786,-15.00634663280686,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,115.7,Melaka,overall,2.5,-2.0341231867538734,-1.8961855383540507,1.7861974876055335,0,-0.6952416706725243,21.214564354743,-11.443791359364848,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,115.9,Kelantan,overall,2.5,-2.0341231867538734,-1.9424949664957774,1.7861974876055335,0,-0.579056921699599,24.679070283941737,-11.789499976400553,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,114.6,Kedah,overall,2.5,-2.0341231867538734,-1.9103902477125054,1.7861974876055335,0,-0.5889399389468158,9.972808644282521,-22.260394143838155,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,120.5,Johor,overall,2.5,-2.0341231867538734,-1.904777334638116,1.7861974876055335,0,-0.6007104942056388,25.451708584933204,-16.45001420164159,Low
2020-04-01,1.38,1.68,1.68,1.38,4.3275,110.3,Perlis,overall,2.5,-2.0341231867538734,-1.8785664989144149,1.7861974876055335,0,-0.6277774157595094,16.567437570719992,-14.97285286082202,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,114.1,W.P. Labuan,overall,2.5,-0.3675111647366467,-1.1765698426845783,1.2221124889575468,0,-0.5828906973636441,18.128993859809853,0.8707648489414446,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,120.5,W.P. Kuala Lumpur,overall,2.5,-0.3675111647366467,-1.203021311133596,1.2221124889575468,0,-0.5914644916449242,20.6225984162772,5.22577060026005,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,112.8,Terengganu,overall,2.5,-0.3675111647366467,-1.2519538138336548,1.2221124889575468,0,-0.5725475931469156,27.24581030877477,-1.8639058090757459,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,121.3,Selangor,overall,2.5,-0.3675111647366467,-1.2120007397651575,1.2221124889575468,0,-0.5711414018095696,26.24066895830762,0.8960026720951824,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,112.5,Sarawak,overall,2.5,-0.3675111647366467,-1.2209442642246673,1.2221124889575468,0,-0.5655087485847407,27.51625523984583,-3.0576857599465974,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,110.7,Sabah,overall,2.5,-0.3675111647366467,-1.2135111724868224,1.2221124889575468,0,-0.5895931513090041,26.088507194128592,-1.5102279185804584,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,120.4,Pulau Pinang,overall,2.5,-0.3675111647366467,-1.2153295728045581,1.2221124889575468,0,-0.5886242164620719,15.830080577538372,3.073703921479048,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,116.3,W.P. Putrajaya,overall,2.5,-0.3675111647366467,-1.5337565136383042,1.2221124889575468,0,-0.638855882788114,8.948685447581319,8.948685447581319,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,113.9,Perak,overall,2.5,-0.3675111647366467,-1.2152159802150388,1.2221124889575468,0,-0.5919796947697175,23.848399783348754,-1.4399704523471968,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,115.2,Pahang,overall,2.5,-0.3675111647366467,-1.2386690220881111,1.2221124889575468,0,-0.5544323075109664,26.822533652653902,-3.9184221183064913,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,118.0,Negeri Sembilan,overall,2.5,-0.3675111647366467,-1.211885914022705,1.2221124889575468,0,-0.5839111283133563,26.49660253974342,0.8521204644196345,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,116.0,Melaka,overall,2.5,-0.3675111647366467,-1.2291128392941881,1.2221124889575468,0,-0.5963371757907504,25.806616295602296,4.592051940859296,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,116.2,Kelantan,overall,2.5,-0.3675111647366467,-1.3442183915993935,1.2221124889575468,0,-0.6012955871292144,23.62643532917553,-1.0526349547662086,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,115.0,Kedah,overall,2.5,-0.3675111647366467,-1.2163283446057893,1.2221124889575468,0,-0.5880240132454414,10.024127353688431,0.05131870940591021,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,120.8,Johor,overall,2.5,-0.3675111647366467,-1.2348915953353452,1.2221124889575468,0,-0.580865292498029,26.35696356967021,0.9052549847370059,Low
2020-05-01,1.25,1.55,1.4,1.25,4.326,110.6,Perlis,overall,2.5,-0.3675111647366467,-1.2032325412635365,1.2221124889575468,0,-0.5936626731683973,18.300746547275523,1.7333089765555307,Low
2020-06-01,1.43,1.73,1.61,1.43,4.323,117.5,W.P. Putrajaya,overall,2.0,1.3148020467172155,-0.7359357486881148,0.13928053127030043,0,-0.38460009896451064,22.774787130981004,13.826101683399685,Low
2020-06-01,1.43,1.73,1.61,1.43,4.323,115.1,W.P. Labuan,overall,2.0,1.3148020467172155,-0.5506299469498003,0.13928053127030043,0,-0.3239238149906218,31.319106364554898,13.190112504745045,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,121.3,W.P. Kuala Lumpur,overall,2.0,1.3148020467172155,-0.6160348895307614,0.13928053127030043,0,-0.3317128204572729,33.43899904627342,12.816400629996224,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,114.7,Terengganu,overall,2.0,1.3148020467172155,-0.4063855811836924,0.13928053127030043,0,-0.31346144398347103,39.063566425409896,11.817756116635124,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,122.5,Selangor,overall,2.0,1.3148020467172155,-0.5274844176971678,0.13928053127030043,0,-0.323781284245789,37.759028726569,11.51835976826138,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,113.8,Sarawak,overall,2.0,1.3148020467172155,-0.4953839164704903,0.13928053127030043,0,-0.31765559848099517,38.73491405530282,11.218658815456994,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,111.8,Sabah,overall,2.0,1.3148020467172155,-0.5441679679636933,0.13928053127030043,0,-0.326151982047379,38.1404477371708,12.05194054304221,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,121.4,Pulau Pinang,overall,2.0,1.3148020467172155,-0.4989985167296152,0.13928053127030043,0,-0.3225558102953292,29.903069799863893,14.072989222325521,Low
2020-06-01,1.43,1.73,1.61,1.43,4.323,112.4,Perlis,overall,2.0,1.3148020467172155,-0.3849780924979416,0.13928053127030043,0,-0.3033011954339592,33.053493236155745,14.752746688880222,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,116.8,Pahang,overall,2.0,1.3148020467172155,-0.40159820497278736,0.13928053127030043,0,-0.31364105532460934,38.345175906718524,11.522642254064621,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,119.4,Negeri Sembilan,overall,2.0,1.3148020467172155,-0.4836071092620333,0.13928053127030043,0,-0.31793871341359864,38.754998873034,12.258396333290577,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,117.1,Melaka,overall,2.0,1.3148020467172155,-0.522669631093459,0.13928053127030043,0,-0.3244401309749698,38.430565832503454,12.623949536901158,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,117.9,Kelantan,overall,2.0,1.3148020467172155,-0.5089202938142139,0.13928053127030043,0,-0.3416677893445334,35.915540358525966,12.289105029350438,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,116.4,Kedah,overall,2.0,1.3148020467172155,-0.5048958872775778,0.13928053127030043,0,-0.3225322192412902,24.899456439560357,14.875329085871925,Low
2020-06-01,1.43,1.73,1.61,1.43,4.323,122.3,Johor,overall,2.0,1.3148020467172155,-0.5057548126554817,0.13928053127030043,0,-0.32414329992848173,38.06754564836404,11.710582078693829,Moderate
2020-06-01,1.43,1.73,1.61,1.43,4.323,115.1,Perak,overall,2.0,1.3148020467172155,-0.5282963207421039,0.13928053127030043,0,-0.3254329937405433,36.620949153367825,12.772549370019071,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,122.0,Pulau Pinang,overall,2.0,1.1103186932186202,-0.12300504648130747,-0.9327567444989537,0,0.01998117670003907,48.02066367612705,18.117593876263157,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.7,W.P. Labuan,overall,2.0,1.1103186932186202,-0.0742097607257065,-0.9327567444989537,0,0.02417226169316855,49.04888853533436,17.729782170779465,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,121.9,W.P. Kuala Lumpur,overall,2.0,1.1103186932186202,-0.1816094829241181,-0.9327567444989537,0,0.0009257128165230203,49.85170849264088,16.412709446367458,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.8,Terengganu,overall,2.0,1.1103186932186202,0.2528609221170561,-0.9327567444989537,0,0.07036422073014457,56.57109475734463,17.507528331934736,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,123.3,Selangor,overall,2.0,1.1103186932186202,0.017973248479461742,-0.9327567444989537,0,0.033493653187177785,54.395588031546275,16.636559304977276,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,114.6,Sarawak,overall,2.0,1.1103186932186202,0.037488200297883245,-0.9327567444989537,0,0.03847204485549646,54.854436940820044,16.11952288551722,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,112.6,Sabah,overall,2.0,1.1103186932186202,0.016325801520853094,-0.9327567444989537,0,0.031178819693384513,54.487663280009684,16.34721554283888,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,120.5,W.P. Putrajaya,overall,2.0,1.1103186932186202,0.4934407820904541,-0.9327567444989537,0,0.027107369874315928,45.16290842512593,22.388121294144923,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,113.0,Perlis,overall,2.0,1.1103186932186202,0.038573305692159,-0.9327567444989537,0,0.0535456876270912,51.18424430407455,18.1307510679188,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.5,Pahang,overall,2.0,1.1103186932186202,0.016359790085164114,-0.9327567444989537,0,0.044880841588009424,55.501611287417155,17.156435380698632,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,120.3,Negeri Sembilan,overall,2.0,1.1103186932186202,0.008398615745890174,-0.9327567444989537,0,0.037509028355646144,55.137221428041116,16.382222555007118,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.8,Melaka,overall,2.0,1.1103186932186202,-0.07483033063456211,-0.9327567444989537,0,0.021231882449254058,54.479824686136844,16.04925885363339,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,118.9,Kelantan,overall,2.0,1.1103186932186202,0.10329655140804819,-0.9327567444989537,0,0.030188460267863215,53.5168162862176,17.60127592769163,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,117.2,Kedah,overall,2.0,1.1103186932186202,-0.013652337943039128,-0.9327567444989537,0,0.03193444275543103,44.75998835147819,19.860531911917835,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,123.1,Johor,overall,2.0,1.1103186932186202,-0.05620832941685412,-0.9327567444989537,0,0.02470365653761576,53.980482735326184,15.912937086962145,Moderate
2020-07-01,1.69,1.99,1.86,1.69,4.2815,115.8,Perak,overall,2.0,1.1103186932186202,-0.08450755886638071,-0.9327567444989537,0,0.02106772558910075,53.224784531171274,16.60383537780345,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,120.8,W.P. Putrajaya,overall,1.75,0.06226127839034772,0.8687666698094215,-1.205414531588397,0,0.18854385088618705,53.941616104117756,8.778707678991829,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,115.9,W.P. Labuan,overall,1.75,0.06226127839034772,0.33158302588723015,-1.205414531588397,0,0.08126553930284937,51.95685401739007,2.907965482055708,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,122.5,W.P. Kuala Lumpur,overall,1.75,0.06226127839034772,0.29231317123538564,-1.205414531588397,0,0.056523512035874045,52.594958095938026,2.7432496032971443,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,115.9,Terengganu,overall,1.75,0.06226127839034772,0.6137451695795877,-1.205414531588397,0,0.16917121173799268,61.078000765711295,4.506906008366663,High
2020-08-01,1.68,1.98,1.83,1.68,4.2425,123.6,Selangor,overall,1.75,0.06226127839034772,0.3607900871200586,-1.205414531588397,0,0.0981280259334228,57.40529697743241,3.009708945886132,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,114.4,Sarawak,overall,1.75,0.06226127839034772,0.3757869939879021,-1.205414531588397,0,0.10589946792326603,57.90642661247098,3.0519896716509365,Moderate
2020-08-01,1.68,1.98,1.83,1.68,4.2425,112.6,Sabah,overall,1.75,0.06226127839034772,0.32266913972318156,-1.205414531588397,0,0.09154196572752145,57.249164259653135,2.7615009796434506,Moderate
