,date,ron95,ron97,diesel,ron95_skps,series_type,ron95_budi95,diesel_eastmsia
816,2018-11-01,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
817,2018-10-01,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
818,2018-08-30,0.0,0.040000000000000036,0.0,,change_weekly,,0.0
819,2018-08-23,0.0,0.0,0.0,,change_weekly,,0.0
820,2018-08-16,0.0,0.040000000000000036,0.0,,change_weekly,,0.0
821,2018-08-09,0.0,-0.03000000000000025,0.0,,change_weekly,,0.0
822,2018-08-02,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
823,2018-07-26,0.0,-0.020000000000000018,0.0,,change_weekly,,0.0
824,2018-07-19,0.0,-0.029999999999999805,0.0,,change_weekly,,0.0
825,2018-07-12,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
826,2018-07-05,0.0,0.08000000000000007,0.0,,change_weekly,,0.0
827,2018-06-28,0.0,-0.08999999999999986,0.0,,change_weekly,,0.0
828,2018-06-21,0.0,-0.010000000000000231,0.0,,change_weekly,,0.0
829,2018-06-14,0.0,-0.06000000000000005,0.0,,change_weekly,,0.0
830,2018-06-07,0.0,0.18999999999999995,0.0,,change_weekly,,0.0
831,2018-05-10,0.0,0.0,0.0,,change_weekly,,0.0
832,2018-05-03,0.0,0.0,0.0,,change_weekly,,0.0
833,2018-04-26,0.0,0.0,0.0,,change_weekly,,0.0
834,2018-04-19,0.0,0.0,0.0,,change_weekly,,0.0
835,2018-04-12,0.0,0.0,0.0,,change_weekly,,0.0
836,2018-04-05,0.0,0.0,0.0,,change_weekly,,0.0
837,2018-03-29,0.0,0.0,0.0,,change_weekly,,0.0
838,2018-03-22,0.020000000000000018,0.020000000000000018,0.020000000000000018,,change_weekly,,0.020000000000000018
839,2018-03-15,-0.029999999999999805,-0.020000000000000018,-0.009999999999999787,,change_weekly,,-0.009999999999999787
840,2018-03-08,0.009999999999999787,0.0,-0.010000000000000231,,change_weekly,,-0.010000000000000231
841,2018-03-01,0.03000000000000025,0.040000000000000036,0.050000000000000266,,change_weekly,,0.050000000000000266
842,2018-02-22,-0.06000000000000005,-0.06999999999999984,-0.06000000000000005,,change_weekly,,-0.06000000000000005
843,2018-02-15,-0.10000000000000009,-0.10999999999999988,-0.1200000000000001,,change_weekly,,-0.1200000000000001
844,2018-02-08,0.020000000000000018,0.029999999999999805,-0.029999999999999805,,change_weekly,,-0.029999999999999805
845,2018-02-01,0.020000000000000018,0.020000000000000018,0.029999999999999805,,change_weekly,,0.029999999999999805
846,2018-01-25,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,,change_weekly,,-0.009999999999999787
847,2018-01-18,0.040000000000000036,0.040000000000000036,0.0,,change_weekly,,0.0
848,2018-01-11,-0.03000000000000025,-0.03000000000000025,0.0,,change_weekly,,0.0
849,2018-01-04,0.03000000000000025,0.03000000000000025,0.06000000000000005,,change_weekly,,0.06000000000000005
850,2017-12-28,-0.010000000000000231,-0.010000000000000231,0.029999999999999805,,change_weekly,,0.029999999999999805
851,2017-12-21,0.020000000000000018,0.020000000000000018,0.029999999999999805,,change_weekly,,0.029999999999999805
852,2017-12-14,-0.040000000000000036,-0.04999999999999982,-0.009999999999999787,,change_weekly,,-0.009999999999999787
853,2017-12-07,-0.009999999999999787,-0.010000000000000231,-0.040000000000000036,,change_weekly,,-0.040000000000000036
854,2017-11-30,0.0,0.0,0.020000000000000018,,change_weekly,,0.020000000000000018
855,2017-11-23,-0.08000000000000007,-0.08000000000000007,-0.020000000000000018,,change_weekly,,-0.020000000000000018
856,2017-11-16,0.06999999999999984,0.06000000000000005,0.04999999999999982,,change_weekly,,0.04999999999999982
857,2017-11-09,0.06999999999999984,0.06000000000000005,0.03000000000000025,,change_weekly,,0.03000000000000025
858,2017-11-02,0.040000000000000036,0.040000000000000036,0.040000000000000036,,change_weekly,,0.040000000000000036
859,2017-10-26,0.03000000000000025,0.029999999999999805,0.020000000000000018,,change_weekly,,0.020000000000000018
860,2017-10-19,0.009999999999999787,0.010000000000000231,0.009999999999999787,,change_weekly,,0.009999999999999787
861,2017-10-12,-0.029999999999999805,-0.03000000000000025,-0.06999999999999984,,change_weekly,,-0.06999999999999984
862,2017-10-05,0.029999999999999805,0.03000000000000025,0.04999999999999982,,change_weekly,,0.04999999999999982
863,2017-09-28,-0.029999999999999805,-0.03000000000000025,0.020000000000000018,,change_weekly,,0.020000000000000018
864,2017-09-21,-0.020000000000000018,-0.029999999999999805,-0.040000000000000036,,change_weekly,,-0.040000000000000036
865,2017-09-14,0.009999999999999787,0.040000000000000036,0.0900000000000003,,change_weekly,,0.0900000000000003
866,2017-09-07,0.040000000000000036,0.040000000000000036,0.009999999999999787,,change_weekly,,0.009999999999999787
867,2017-08-31,0.010000000000000231,0.009999999999999787,0.03000000000000025,,change_weekly,,0.03000000000000025
868,2017-08-24,0.0,0.0,-0.03000000000000025,,change_weekly,,-0.03000000000000025
869,2017-08-17,0.029999999999999805,0.040000000000000036,-0.020000000000000018,,change_weekly,,-0.020000000000000018
870,2017-08-10,0.050000000000000266,0.07000000000000028,0.010000000000000231,,change_weekly,,0.010000000000000231
871,2017-08-03,0.040000000000000036,0.040000000000000036,0.05999999999999983,,change_weekly,,0.05999999999999983
872,2017-07-27,0.05999999999999983,0.05999999999999961,0.030000000000000027,,change_weekly,,0.030000000000000027
873,2017-07-20,0.0,0.0,0.0,,change_weekly,,0.0
874,2017-07-13,0.040000000000000036,0.03000000000000025,0.050000000000000044,,change_weekly,,0.050000000000000044
875,2017-07-06,0.040000000000000036,0.040000000000000036,0.06999999999999984,,change_weekly,,0.06999999999999984
876,2017-06-29,-0.020000000000000018,-0.020000000000000018,-0.039999999999999813,,change_weekly,,-0.039999999999999813
877,2017-06-22,-0.07000000000000006,-0.07000000000000028,0.0,,change_weekly,,0.0
878,2017-06-15,-0.06999999999999984,-0.06999999999999984,-0.06000000000000005,,change_weekly,,-0.06000000000000005
879,2017-06-08,-0.050000000000000266,-0.06999999999999984,-0.08000000000000007,,change_weekly,,-0.08000000000000007
880,2017-06-01,-0.020000000000000018,-0.020000000000000018,-0.009999999999999787,,change_weekly,,-0.009999999999999787
881,2017-05-25,0.040000000000000036,0.040000000000000036,0.039999999999999813,,change_weekly,,0.039999999999999813
882,2017-05-18,0.07000000000000028,0.06999999999999984,0.040000000000000036,,change_weekly,,0.040000000000000036
883,2017-05-11,-0.10000000000000009,-0.10000000000000009,-0.13000000000000012,,change_weekly,,-0.13000000000000012
884,2017-05-04,-0.10000000000000009,-0.10000000000000009,-0.06000000000000005,,change_weekly,,-0.06000000000000005
885,2017-04-27,-0.06000000000000005,-0.04999999999999982,-0.06999999999999984,,change_weekly,,-0.06999999999999984
886,2017-04-20,0.029999999999999805,0.020000000000000018,0.04999999999999982,,change_weekly,,0.04999999999999982
887,2017-04-13,0.08000000000000007,0.08999999999999986,0.08000000000000007,,change_weekly,,0.08000000000000007
888,2017-04-06,0.03000000000000025,0.020000000000000018,-0.029999999999999805,,change_weekly,,-0.029999999999999805
