,date,ron95,ron97,diesel,ron95_skps,series_type,ron95_budi95,diesel_eastmsia
458,2025-10-23,0.0,-0.040000000000000036,-0.040000000000000036,0.0,change_weekly,0.0,0.0
459,2025-10-16,0.0,0.0,0.0,0.0,change_weekly,0.0,0.0
460,2025-10-09,0.0,-0.029999999999999805,0.0,0.0,change_weekly,0.0,0.0
461,2025-09-30,0.5500000000000003,0.0,0.0,,change_weekly,,0.0
462,2025-09-25,0.0,0.0,0.0,,change_weekly,,0.0
463,2025-09-18,0.0,0.029999999999999805,0.03000000000000025,,change_weekly,,0.0
464,2025-09-11,0.0,0.020000000000000018,0.020000000000000018,,change_weekly,,0.0
465,2025-09-04,0.0,0.0,0.0,,change_weekly,,0.0
466,2025-08-28,0.0,0.03000000000000025,0.029999999999999805,,change_weekly,,0.0
467,2025-08-21,0.0,0.0,-0.04999999999999982,,change_weekly,,0.0
468,2025-08-14,0.0,-0.040000000000000036,-0.040000000000000036,,change_weekly,,0.0
469,2025-08-07,0.0,0.0,0.029999999999999805,,change_weekly,,0.0
470,2025-07-31,0.0,-0.040000000000000036,0.0,,change_weekly,,0.0
471,2025-07-24,0.0,0.0,0.0,,change_weekly,,0.0
472,2025-07-17,0.0,0.029999999999999805,0.03000000000000025,,change_weekly,,0.0
473,2025-07-10,0.0,0.0,0.029999999999999805,,change_weekly,,0.0
474,2025-07-03,0.0,-0.029999999999999805,-0.029999999999999805,,change_weekly,,0.0
475,2025-06-26,0.0,0.06999999999999984,0.06999999999999984,,change_weekly,,0.0
476,2025-06-19,0.0,0.07000000000000028,0.06999999999999984,,change_weekly,,0.0
477,2025-06-12,0.0,0.0,0.0,,change_weekly,,0.0
478,2025-06-05,0.0,-0.03000000000000025,-0.029999999999999805,,change_weekly,,0.0
479,2025-05-29,0.0,0.0,-0.029999999999999805,,change_weekly,,0.0
480,2025-05-22,0.0,0.03000000000000025,0.029999999999999805,,change_weekly,,0.0
481,2025-05-15,0.0,-0.03000000000000025,-0.029999999999999805,,change_weekly,,0.0
482,2025-05-08,0.0,-0.08000000000000007,-0.08000000000000007,,change_weekly,,0.0
483,2025-05-01,0.0,0.0,0.0,,change_weekly,,0.0
484,2025-04-24,0.0,0.0,0.0,,change_weekly,,0.0
485,2025-04-17,0.0,-0.09999999999999964,-0.10000000000000009,,change_weekly,,0.0
486,2025-04-10,0.0,-0.050000000000000266,-0.04999999999999982,,change_weekly,,0.0
487,2025-04-03,0.0,0.050000000000000266,0.0,,change_weekly,,0.0
488,2025-03-27,0.0,0.0,0.0,,change_weekly,,0.0
489,2025-03-20,0.0,0.0,-0.03000000000000025,,change_weekly,,0.0
490,2025-03-13,0.0,-0.10000000000000009,-0.06999999999999984,,change_weekly,,0.0
491,2025-03-06,0.0,-0.050000000000000266,-0.050000000000000266,,change_weekly,,0.0
492,2025-02-27,0.0,0.0,0.0,,change_weekly,,0.0
493,2025-02-20,0.0,0.0,0.0,,change_weekly,,0.0
494,2025-02-13,0.0,0.0,0.0,,change_weekly,,0.0
495,2025-02-06,0.0,0.0,0.0,,change_weekly,,0.0
496,2025-01-30,0.0,0.0,0.050000000000000266,,change_weekly,,0.0
497,2025-01-23,0.0,0.050000000000000266,0.04999999999999982,,change_weekly,,0.0
498,2025-01-16,0.0,0.04999999999999982,0.050000000000000266,,change_weekly,,0.0
499,2025-01-09,0.0,0.050000000000000266,0.04999999999999982,,change_weekly,,0.0
500,2025-01-02,0.0,0.029999999999999805,0.029999999999999805,,change_weekly,,0.0
501,2024-12-26,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
502,2024-12-19,0.0,0.03000000000000025,0.0,,change_weekly,,0.0
503,2024-12-12,0.0,0.0,0.0,,change_weekly,,0.0
504,2024-12-05,0.0,0.0,0.0,,change_weekly,,0.0
505,2024-11-28,0.0,0.0,0.0,,change_weekly,,0.0
506,2024-11-21,0.0,0.0,0.0,,change_weekly,,0.0
507,2024-11-14,0.0,0.0,0.0,,change_weekly,,0.0
508,2024-11-07,0.0,0.0,0.0,,change_weekly,,0.0
509,2024-10-31,0.0,0.0,0.0,,change_weekly,,0.0
510,2024-10-24,0.0,0.0,0.0,,change_weekly,,0.0
511,2024-10-17,0.0,0.0,0.0,,change_weekly,,0.0
512,2024-10-10,0.0,0.0,0.0,,change_weekly,,0.0
513,2024-10-03,0.0,0.0,0.0,,change_weekly,,0.0
514,2024-09-26,0.0,0.0,0.0,,change_weekly,,0.0
515,2024-09-19,0.0,-0.06000000000000005,-0.05999999999999961,,change_weekly,,0.0
516,2024-09-12,0.0,-0.1499999999999999,-0.15000000000000036,,change_weekly,,0.0
517,2024-09-05,0.0,-0.020000000000000018,-0.020000000000000018,,change_weekly,,0.0
518,2024-08-29,0.0,-0.050000000000000266,-0.04999999999999982,,change_weekly,,0.0
519,2024-08-22,0.0,0.0,-0.020000000000000018,,change_weekly,,0.0
520,2024-08-15,0.0,0.0,-0.04999999999999982,,change_weekly,,0.0
521,2024-08-08,0.0,0.0,-0.050000000000000266,,change_weekly,,0.0
522,2024-08-01,0.0,0.0,0.0,,change_weekly,,0.0
523,2024-07-25,0.0,0.0,0.0,,change_weekly,,0.0
524,2024-07-18,0.0,0.0,0.0,,change_weekly,,0.0
525,2024-07-11,0.0,0.0,0.0,,change_weekly,,0.0
526,2024-07-04,0.0,0.0,0.0,,change_weekly,,0.0
527,2024-06-27,0.0,0.0,0.0,,change_weekly,,0.0
528,2024-06-20,0.0,0.0,0.0,,change_weekly,,0.0
529,2024-06-13,0.0,0.0,0.0,,change_weekly,,0.0
530,2024-06-10,0.0,0.0,1.2000000000000002,,change_weekly,,0.0
531,2024-06-06,0.0,0.0,0.0,,change_weekly,,0.0
532,2024-05-30,0.0,0.0,0.0,,change_weekly,,0.0
533,2024-05-23,0.0,0.0,0.0,,change_weekly,,0.0
534,2024-05-16,0.0,0.0,0.0,,change_weekly,,0.0
535,2024-05-09,0.0,0.0,0.0,,change_weekly,,0.0
536,2024-05-02,0.0,0.0,0.0,,change_weekly,,0.0
537,2024-04-25,0.0,0.0,0.0,,change_weekly,,0.0
538,2024-04-18,0.0,0.0,0.0,,change_weekly,,0.0
539,2024-04-11,0.0,0.0,0.0,,change_weekly,,0.0
540,2024-04-04,0.0,0.0,0.0,,change_weekly,,0.0
541,2024-03-28,0.0,0.0,0.0,,change_weekly,,0.0
542,2024-03-21,0.0,0.0,0.0,,change_weekly,,0.0
543,2024-03-14,0.0,0.0,0.0,,change_weekly,,0.0
544,2024-03-07,0.0,0.0,0.0,,change_weekly,,0.0
545,2024-02-29,0.0,0.0,0.0,,change_weekly,,0.0
546,2024-02-22,0.0,0.0,0.0,,change_weekly,,0.0
547,2024-02-15,0.0,0.0,0.0,,change_weekly,,0.0
548,2024-02-08,0.0,0.0,0.0,,change_weekly,,0.0
549,2024-02-01,0.0,0.0,0.0,,change_weekly,,0.0
550,2024-01-25,0.0,0.0,0.0,,change_weekly,,0.0
551,2024-01-18,0.0,0.0,0.0,,change_weekly,,0.0
552,2024-01-11,0.0,0.0,0.0,,change_weekly,,0.0
553,2024-01-04,0.0,0.0,0.0,,change_weekly,,0.0
554,2023-12-28,0.0,0.0,0.0,,change_weekly,,0.0
555,2023-12-21,0.0,0.0,0.0,,change_weekly,,0.0
556,2023-12-14,0.0,0.0,0.0,,change_weekly,,0.0
557,2023-12-07,0.0,0.0,0.0,,change_weekly,,0.0
558,2023-11-30,0.0,0.0,0.0,,change_weekly,,0.0
559,2023-11-23,0.0,0.0,0.0,,change_weekly,,0.0
560,2023-11-16,0.0,0.0,0.0,,change_weekly,,0.0
561,2023-11-09,0.0,0.0,0.0,,change_weekly,,0.0
562,2023-11-02,0.0,0.0,0.0,,change_weekly,,0.0
563,2023-10-26,0.0,0.0,0.0,,change_weekly,,0.0
564,2023-10-19,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
565,2023-10-12,0.0,0.0,0.0,,change_weekly,,0.0
566,2023-10-05,0.0,0.0,0.0,,change_weekly,,0.0
567,2023-09-28,0.0,0.0,0.0,,change_weekly,,0.0
568,2023-09-21,0.0,0.0,0.0,,change_weekly,,0.0
569,2023-09-14,0.0,0.0,0.0,,change_weekly,,0.0
570,2023-09-07,0.0,0.0,0.0,,change_weekly,,0.0
571,2023-08-31,0.0,0.0,0.0,,change_weekly,,0.0
572,2023-08-24,0.0,0.0,0.0,,change_weekly,,0.0
573,2023-08-17,0.0,0.0,0.0,,change_weekly,,0.0
574,2023-08-10,0.0,0.0,0.0,,change_weekly,,0.0
575,2023-08-03,0.0,0.0,0.0,,change_weekly,,0.0
576,2023-07-27,0.0,0.0,0.0,,change_weekly,,0.0
577,2023-07-20,0.0,0.0,0.0,,change_weekly,,0.0
578,2023-07-13,0.0,0.0,0.0,,change_weekly,,0.0
579,2023-07-06,0.0,0.0,0.0,,change_weekly,,0.0
580,2023-06-29,0.0,0.0,0.0,,change_weekly,,0.0
581,2023-06-22,0.0,0.0,0.0,,change_weekly,,0.0
582,2023-06-15,0.0,0.0,0.0,,change_weekly,,0.0
583,2023-06-08,0.0,0.0,0.0,,change_weekly,,0.0
584,2023-06-01,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
585,2023-05-25,0.0,0.0,0.0,,change_weekly,,0.0
586,2023-05-18,0.0,0.0,0.0,,change_weekly,,0.0
587,2023-05-11,0.0,0.0,0.0,,change_weekly,,0.0
588,2023-05-04,0.0,0.0,0.0,,change_weekly,,0.0
589,2023-04-27,0.0,0.0,0.0,,change_weekly,,0.0
590,2023-04-20,0.0,0.0,0.0,,change_weekly,,0.0
591,2023-04-13,0.0,0.0,0.0,,change_weekly,,0.0
592,2023-04-06,0.0,0.0,0.0,,change_weekly,,0.0
593,2023-03-30,0.0,0.0,0.0,,change_weekly,,0.0
594,2023-03-23,0.0,0.0,0.0,,change_weekly,,0.0
595,2023-03-16,0.0,0.0,0.0,,change_weekly,,0.0
596,2023-03-09,0.0,0.0,0.0,,change_weekly,,0.0
597,2023-03-02,0.0,0.0,0.0,,change_weekly,,0.0
598,2023-02-23,0.0,0.0,0.0,,change_weekly,,0.0
599,2023-02-16,0.0,0.0,0.0,,change_weekly,,0.0
600,2023-02-09,0.0,0.0,0.0,,change_weekly,,0.0
601,2023-02-02,0.0,0.0,0.0,,change_weekly,,0.0
602,2023-01-26,0.0,0.0,0.0,,change_weekly,,0.0
603,2023-01-19,0.0,0.0,0.0,,change_weekly,,0.0
604,2023-01-12,0.0,0.0,0.0,,change_weekly,,0.0
605,2023-01-05,0.0,0.0,0.0,,change_weekly,,0.0
606,2022-12-29,0.0,0.0,0.0,,change_weekly,,0.0
607,2022-12-22,0.0,-0.19999999999999973,0.0,,change_weekly,,0.0
608,2022-12-15,0.0,-0.20000000000000018,0.0,,change_weekly,,0.0
609,2022-12-08,0.0,-0.10000000000000009,0.0,,change_weekly,,0.0
610,2022-12-01,0.0,-0.10000000000000009,0.0,,change_weekly,,0.0
611,2022-11-24,0.0,0.0,0.0,,change_weekly,,0.0
612,2022-11-17,0.0,0.0,0.0,,change_weekly,,0.0
613,2022-11-10,0.0,0.0,0.0,,change_weekly,,0.0
614,2022-11-03,0.0,0.0,0.0,,change_weekly,,0.0
615,2022-10-27,0.0,0.0,0.0,,change_weekly,,0.0
616,2022-10-20,0.0,0.0,0.0,,change_weekly,,0.0
617,2022-10-13,0.0,0.0,0.0,,change_weekly,,0.0
618,2022-10-06,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
619,2022-09-29,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
620,2022-09-22,0.0,-0.10000000000000053,0.0,,change_weekly,,0.0
621,2022-09-14,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
622,2022-09-08,0.0,-0.09999999999999964,0.0,,change_weekly,,0.0
623,2022-09-01,0.0,0.0,0.0,,change_weekly,,0.0
624,2022-08-25,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
625,2022-08-18,0.0,-0.05000000000000071,0.0,,change_weekly,,0.0
626,2022-08-11,0.0,-0.09999999999999964,0.0,,change_weekly,,0.0
627,2022-08-04,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
628,2022-07-28,0.0,-0.10000000000000053,0.0,,change_weekly,,0.0
629,2022-07-21,0.0,-0.09999999999999964,0.0,,change_weekly,,0.0
630,2022-07-14,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
631,2022-07-07,0.0,-0.040000000000000036,0.0,,change_weekly,,0.0
632,2022-06-30,0.0,0.0,0.0,,change_weekly,,0.0
633,2022-06-23,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
634,2022-06-16,0.0,0.11000000000000032,0.0,,change_weekly,,0.0
635,2022-06-09,0.0,0.019999999999999574,0.0,,change_weekly,,0.0
636,2022-06-02,0.0,0.0,0.0,,change_weekly,,0.0
637,2022-05-26,0.0,0.3700000000000001,0.0,,change_weekly,,0.0
638,2022-05-19,0.0,0.020000000000000462,0.0,,change_weekly,,0.0
639,2022-05-12,0.0,0.36999999999999966,0.0,,change_weekly,,0.0
640,2022-05-05,0.0,0.0,0.0,,change_weekly,,0.0
641,2022-04-28,0.0,0.1299999999999999,0.0,,change_weekly,,0.0
642,2022-04-21,0.0,0.0,0.0,,change_weekly,,0.0
643,2022-04-14,0.0,0.0,0.0,,change_weekly,,0.0
644,2022-04-07,0.0,-0.10000000000000009,0.0,,change_weekly,,0.0
645,2022-03-31,0.0,0.08000000000000007,0.0,,change_weekly,,0.0
646,2022-03-24,0.0,-0.16999999999999993,0.0,,change_weekly,,0.0
647,2022-03-17,0.0,0.25,0.0,,change_weekly,,0.0
648,2022-03-10,0.0,0.2999999999999998,0.0,,change_weekly,,0.0
649,2022-03-03,0.0,0.16000000000000014,0.0,,change_weekly,,0.0
650,2022-02-24,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
651,2022-02-17,0.0,0.06000000000000005,0.0,,change_weekly,,0.0
652,2022-02-10,0.0,0.08999999999999986,0.0,,change_weekly,,0.0
653,2022-02-03,0.0,0.0,0.0,,change_weekly,,0.0
654,2022-01-27,0.0,0.050000000000000266,0.0,,change_weekly,,0.0
655,2022-01-20,0.0,0.0,0.0,,change_weekly,,0.0
656,2022-01-13,0.0,0.040000000000000036,0.0,,change_weekly,,0.0
657,2022-01-06,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
658,2021-12-30,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
659,2021-12-23,0.0,-0.009999999999999787,0.0,,change_weekly,,0.0
660,2021-12-16,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
661,2021-12-09,0.0,-0.029999999999999805,0.0,,change_weekly,,0.0
662,2021-12-02,0.0,-0.029999999999999805,0.0,,change_weekly,,0.0
663,2021-11-25,0.0,-0.03000000000000025,0.0,,change_weekly,,0.0
664,2021-11-18,0.0,0.0,0.0,,change_weekly,,0.0
665,2021-11-11,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
666,2021-11-04,0.0,0.08999999999999986,0.0,,change_weekly,,0.0
667,2021-10-28,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
668,2021-10-21,0.0,0.0,0.0,,change_weekly,,0.0
669,2021-10-14,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
670,2021-10-07,0.0,0.010000000000000231,0.0,,change_weekly,,0.0
671,2021-09-30,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
672,2021-09-23,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
673,2021-09-16,0.0,0.0,0.0,,change_weekly,,0.0
674,2021-09-09,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
675,2021-09-02,0.0,0.0,0.0,,change_weekly,,0.0
676,2021-08-26,0.0,-0.020000000000000018,0.0,,change_weekly,,0.0
677,2021-08-19,0.0,0.0,0.0,,change_weekly,,0.0
678,2021-08-12,0.0,0.0,0.0,,change_weekly,,0.0
679,2021-08-05,0.0,0.0,0.0,,change_weekly,,0.0
680,2021-07-28,0.0,0.010000000000000231,0.0,,change_weekly,,0.0
681,2021-07-22,0.0,0.0,0.0,,change_weekly,,0.0
682,2021-07-15,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
683,2021-07-08,0.0,0.010000000000000231,0.0,,change_weekly,,0.0
684,2021-07-01,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
685,2021-06-24,0.0,0.0,0.0,,change_weekly,,0.0
686,2021-06-17,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
687,2021-06-10,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
688,2021-06-03,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
689,2021-05-27,0.0,0.0,0.0,,change_weekly,,0.0
690,2021-05-20,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
691,2021-05-13,0.0,0.0,0.0,,change_weekly,,0.0
692,2021-05-06,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
693,2021-04-29,0.0,0.0,0.0,,change_weekly,,0.0
694,2021-04-22,0.0,0.040000000000000036,0.0,,change_weekly,,0.0
695,2021-04-15,0.0,0.0,0.0,,change_weekly,,0.0
696,2021-04-08,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
697,2021-04-01,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
698,2021-03-25,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
699,2021-03-18,0.0,0.07000000000000028,0.0,,change_weekly,,0.0
700,2021-03-11,0.0,0.04999999999999982,0.0,,change_weekly,,0.0
701,2021-03-04,0.0,0.0,0.0,,change_weekly,,0.0
702,2021-02-27,0.04999999999999982,0.050000000000000266,0.0,,change_weekly,,0.0
703,2021-02-20,0.040000000000000036,0.040000000000000036,0.0,,change_weekly,,0.0
704,2021-02-13,0.030000000000000027,0.029999999999999805,0.040000000000000036,,change_weekly,,0.040000000000000036
705,2021-02-06,0.030000000000000027,0.029999999999999805,0.040000000000000036,,change_weekly,,0.040000000000000036
706,2021-01-30,0.0,0.0,-0.020000000000000018,,change_weekly,,-0.020000000000000018
707,2021-01-23,0.010000000000000009,0.010000000000000231,0.040000000000000036,,change_weekly,,0.040000000000000036
708,2021-01-16,0.04999999999999982,0.04999999999999982,0.029999999999999805,,change_weekly,,0.029999999999999805
709,2021-01-09,0.0,0.0,0.010000000000000231,,change_weekly,,0.010000000000000231
710,2021-01-02,0.040000000000000036,0.040000000000000036,0.029999999999999805,,change_weekly,,0.029999999999999805
711,2020-12-26,0.020000000000000018,0.020000000000000018,0.020000000000000018,,change_weekly,,0.020000000000000018
712,2020-12-19,0.050000000000000044,0.050000000000000266,0.030000000000000027,,change_weekly,,0.030000000000000027
713,2020-12-12,0.030000000000000027,0.029999999999999805,0.030000000000000027,,change_weekly,,0.030000000000000027
714,2020-12-05,0.030000000000000027,0.030000000000000027,0.04999999999999982,,change_weekly,,0.04999999999999982
715,2020-11-28,0.030000000000000027,0.030000000000000027,0.040000000000000036,,change_weekly,,0.040000000000000036
716,2020-11-21,0.019999999999999796,0.020000000000000018,0.07000000000000006,,change_weekly,,0.07000000000000006
717,2020-11-14,0.010000000000000009,0.010000000000000009,0.06000000000000005,,change_weekly,,0.06000000000000005
718,2020-11-07,-0.029999999999999805,-0.030000000000000027,-0.06000000000000005,,change_weekly,,-0.06000000000000005
719,2020-10-31,0.0,0.0,0.0,,change_weekly,,0.0
720,2020-10-24,-0.040000000000000036,-0.040000000000000036,0.0,,change_weekly,,0.0
721,2020-10-17,0.010000000000000009,0.010000000000000009,0.050000000000000044,,change_weekly,,0.050000000000000044
722,2020-10-10,-0.040000000000000036,-0.039999999999999813,-0.010000000000000009,,change_weekly,,-0.010000000000000009
723,2020-10-03,0.030000000000000027,0.029999999999999805,-0.010000000000000009,,change_weekly,,-0.010000000000000009
724,2020-09-26,0.050000000000000044,0.050000000000000044,0.040000000000000036,,change_weekly,,0.040000000000000036
725,2020-09-19,-0.030000000000000027,-0.030000000000000027,-0.050000000000000044,,change_weekly,,-0.050000000000000044
726,2020-09-12,-0.050000000000000044,-0.04999999999999982,-0.06000000000000005,,change_weekly,,-0.06000000000000005
727,2020-09-05,-0.010000000000000009,-0.010000000000000231,0.0,,change_weekly,,0.0
728,2020-08-29,0.010000000000000009,0.010000000000000231,-0.020000000000000018,,change_weekly,,-0.020000000000000018
729,2020-08-22,0.030000000000000027,0.029999999999999805,-0.020000000000000018,,change_weekly,,-0.020000000000000018
730,2020-08-15,0.050000000000000044,0.050000000000000044,0.030000000000000027,,change_weekly,,0.030000000000000027
731,2020-08-08,-0.050000000000000044,-0.050000000000000044,-0.040000000000000036,,change_weekly,,-0.040000000000000036
732,2020-08-01,0.0,0.0,0.010000000000000009,,change_weekly,,0.010000000000000009
733,2020-07-25,-0.040000000000000036,-0.040000000000000036,-0.050000000000000044,,change_weekly,,-0.050000000000000044
734,2020-07-18,0.0,0.0,0.0,,change_weekly,,0.0
735,2020-07-11,0.07000000000000006,0.07000000000000006,0.030000000000000027,,change_weekly,,0.030000000000000027
736,2020-07-04,-0.040000000000000036,-0.040000000000000036,-0.020000000000000018,,change_weekly,,-0.020000000000000018
737,2020-06-27,0.09999999999999987,0.10000000000000009,0.09000000000000008,,change_weekly,,0.09000000000000008
738,2020-06-20,0.030000000000000027,0.029999999999999805,0.040000000000000036,,change_weekly,,0.040000000000000036
739,2020-06-13,0.08000000000000007,0.08000000000000007,0.10000000000000009,,change_weekly,,0.10000000000000009
740,2020-06-06,0.050000000000000044,0.050000000000000044,0.019999999999999796,,change_weekly,,0.019999999999999796
741,2020-05-30,0.050000000000000044,0.050000000000000044,0.10000000000000009,,change_weekly,,0.10000000000000009
742,2020-05-23,0.06999999999999984,0.06999999999999984,0.06000000000000005,,change_weekly,,0.06000000000000005
743,2020-05-16,0.06000000000000005,0.06000000000000005,0.050000000000000044,,change_weekly,,0.050000000000000044
744,2020-05-09,0.0,0.0,0.0,,change_weekly,,0.0
745,2020-05-02,0.0,0.0,0.0,,change_weekly,,0.0
746,2020-04-25,0.0,0.0,-0.030000000000000027,,change_weekly,,-0.030000000000000027
747,2020-04-18,0.0,0.0,-0.030000000000000027,,change_weekly,,-0.030000000000000027
748,2020-04-11,-0.050000000000000044,-0.050000000000000044,-0.1200000000000001,,change_weekly,,-0.1200000000000001
749,2020-04-04,-0.07999999999999985,-0.07999999999999985,-0.09999999999999987,,change_weekly,,-0.09999999999999987
750,2020-03-28,-0.06000000000000005,-0.06000000000000005,-0.07000000000000006,,change_weekly,,-0.07000000000000006
751,2020-03-21,-0.3800000000000001,-0.3600000000000001,-0.1200000000000001,,change_weekly,,-0.1200000000000001
752,2020-03-14,-0.06999999999999984,-0.08999999999999986,-0.08999999999999986,,change_weekly,,-0.08999999999999986
753,2020-03-07,-0.19000000000000017,-0.20999999999999996,-0.16999999999999993,,change_weekly,,-0.16999999999999993
754,2020-02-29,0.0,0.020000000000000018,-0.010000000000000231,,change_weekly,,-0.010000000000000231
755,2020-02-22,0.020000000000000018,0.020000000000000018,0.0,,change_weekly,,0.0
756,2020-02-15,0.020000000000000018,0.020000000000000018,0.06000000000000005,,change_weekly,,0.06000000000000005
757,2020-02-08,-0.040000000000000036,-0.07000000000000028,-0.10000000000000009,,change_weekly,,-0.10000000000000009
758,2020-02-01,0.0,-0.08000000000000007,0.0,,change_weekly,,0.0
759,2020-01-25,0.0,-0.03999999999999959,0.0,,change_weekly,,0.0
760,2020-01-18,0.0,-0.0900000000000003,0.0,,change_weekly,,0.0
761,2020-01-11,0.0,-0.029999999999999805,0.0,,change_weekly,,0.0
762,2020-01-04,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
763,2019-12-28,0.0,0.04999999999999982,0.0,,change_weekly,,0.0
764,2019-12-21,0.0,-0.06000000000000005,0.0,,change_weekly,,0.0
765,2019-12-14,0.0,0.0,0.0,,change_weekly,,0.0
766,2019-12-07,0.0,-0.020000000000000018,0.0,,change_weekly,,0.0
767,2019-11-30,0.0,0.0,0.0,,change_weekly,,0.0
768,2019-11-23,0.0,-0.040000000000000036,0.0,,change_weekly,,0.0
769,2019-11-16,0.0,0.13000000000000034,0.0,,change_weekly,,0.0
770,2019-11-09,0.0,0.009999999999999787,0.0,,change_weekly,,0.0
771,2019-11-02,0.0,-0.029999999999999805,0.0,,change_weekly,,0.0
772,2019-10-26,0.0,-0.0900000000000003,0.0,,change_weekly,,0.0
773,2019-10-19,0.0,0.010000000000000231,0.0,,change_weekly,,0.0
774,2019-10-12,0.0,0.06999999999999984,0.0,,change_weekly,,0.0
775,2019-10-05,0.0,-0.18999999999999995,0.0,,change_weekly,,0.0
776,2019-09-28,0.0,0.1200000000000001,0.0,,change_weekly,,0.0
777,2019-09-21,0.0,0.14000000000000012,0.0,,change_weekly,,0.0
778,2019-09-14,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
779,2019-09-07,0.0,0.0,0.0,,change_weekly,,0.0
780,2019-08-31,0.0,-0.009999999999999787,0.0,,change_weekly,,0.0
781,2019-08-24,0.0,0.019999999999999574,0.0,,change_weekly,,0.0
782,2019-08-17,0.0,0.0,0.0,,change_weekly,,0.0
783,2019-08-10,0.0,-0.04999999999999982,0.0,,change_weekly,,0.0
784,2019-08-03,0.0,-0.020000000000000018,0.0,,change_weekly,,0.0
785,2019-07-27,0.0,-0.10999999999999988,0.0,,change_weekly,,0.0
786,2019-07-20,0.0,0.10000000000000009,0.0,,change_weekly,,0.0
787,2019-07-13,0.0,0.040000000000000036,0.0,,change_weekly,,0.0
788,2019-07-06,0.0,0.03999999999999959,0.0,,change_weekly,,0.0
789,2019-06-29,0.0,0.11000000000000032,0.0,,change_weekly,,0.0
790,2019-06-22,0.0,-0.03000000000000025,0.0,,change_weekly,,0.0
791,2019-06-15,0.0,-0.21999999999999975,0.0,,change_weekly,,0.0
792,2019-06-01,0.0,-0.1299999999999999,0.0,,change_weekly,,0.0
793,2019-05-25,0.0,0.07999999999999963,0.0,,change_weekly,,0.0
794,2019-05-18,0.0,-0.020000000000000018,0.0,,change_weekly,,0.0
795,2019-05-11,0.0,-0.09999999999999964,0.0,,change_weekly,,0.0
796,2019-05-04,0.0,-0.010000000000000231,0.0,,change_weekly,,0.0
797,2019-04-27,0.0,0.010000000000000231,0.0,,change_weekly,,0.0
798,2019-04-20,0.0,0.11999999999999966,0.0,,change_weekly,,0.0
799,2019-04-13,0.0,0.050000000000000266,0.0,,change_weekly,,0.0
800,2019-04-06,0.0,0.0,0.0,,change_weekly,,0.0
801,2019-03-30,0.0,0.020000000000000018,0.0,,change_weekly,,0.0
802,2019-03-23,0.0,0.06999999999999984,0.0,,change_weekly,,0.0
803,2019-03-16,0.0,0.08000000000000007,0.0,,change_weekly,,0.0
804,2019-03-09,0.0,0.029999999999999805,0.0,,change_weekly,,0.0
805,2019-03-02,0.0,0.050000000000000266,0.0,,change_weekly,,0.0
806,2019-02-23,0.10000000000000009,0.10000000000000009,0.0,,change_weekly,,0.0
807,2019-02-16,0.010000000000000009,0.009999999999999787,0.0,,change_weekly,,0.0
808,2019-02-09,0.040000000000000036,0.040000000000000036,0.0,,change_weekly,,0.0
809,2019-02-02,-0.050000000000000044,-0.04999999999999982,0.0,,change_weekly,,0.0
810,2019-01-26,0.0,0.0,0.010000000000000231,,change_weekly,,0.010000000000000231
811,2019-01-19,0.06000000000000005,0.05999999999999961,0.1200000000000001,,change_weekly,,0.1200000000000001
812,2019-01-12,-0.010000000000000009,-0.009999999999999787,0.009999999999999787,,change_weekly,,0.009999999999999787
813,2019-01-05,-0.27000000000000024,-0.27,-0.14000000000000012,,change_weekly,,-0.14000000000000012
814,2019-01-01,0.0,0.0,0.0,,change_weekly,,0.0
815,2018-12-01,0.0,-0.31000000000000005,0.0,,change_weekly,,0.0
