,date,ron95,ron97,diesel,ron95_skps,series_type,ron95_budi95,diesel_eastmsia,USD,index,state,division,Rate
0,2004-05-26,,,,,,,,,,,,2.7
1,2004-08-25,,,,,,,,,,,,2.7
2,2004-11-30,,,,,,,,,,,,2.7
3,2005-02-28,,,,,,,,,,,,2.7
4,2005-05-25,,,,,,,,,,,,2.7
5,2005-08-24,,,,,,,,,,,,2.7
6,2005-11-30,,,,,,,,,,,,3.0
7,2005-12-15,,,,,,,,,,,,3.0
8,2006-01-20,,,,,,,,,,,,3.0
9,2006-02-22,,,,,,,,,,,,3.25
10,2006-04-26,,,,,,,,,,,,3.5
11,2006-05-22,,,,,,,,,,,,3.5
12,2006-07-28,,,,,,,,,,,,3.5
13,2006-08-25,,,,,,,,,,,,3.5
14,2006-09-26,,,,,,,,,,,,3.5
15,2006-11-24,,,,,,,,,,,,3.5
16,2007-01-26,,,,,,,,,,,,3.5
17,2007-02-26,,,,,,,,,,,,3.5
18,2007-04-27,,,,,,,,,,,,3.5
19,2007-05-28,,,,,,,,,,,,3.5
20,2007-07-24,,,,,,,,,,,,3.5
21,2007-08-24,,,,,,,,,,,,3.5
22,2007-10-30,,,,,,,,,,,,3.5
23,2007-11-26,,,,,,,,,,,,3.5
24,2008-01-29,,,,,,,,,,,,3.5
25,2008-02-25,,,,,,,,,,,,3.5
26,2008-04-29,,,,,,,,,,,,3.5
27,2008-05-26,,,,,,,,,,,,3.5
28,2008-07-25,,,,,,,,,,,,3.5
29,2008-08-25,,,,,,,,,,,,3.5
30,2008-10-24,,,,,,,,,,,,3.5
31,2008-11-24,,,,,,,,,,,,3.25
32,2009-01-21,,,,,,,,,,,,2.5
33,2009-02-24,,,,,,,,,,,,2.0
34,2009-04-29,,,,,,,,,,,,2.0
35,2009-05-26,,,,,,,,,,,,2.0
36,2009-07-29,,,,,,,,,,,,2.0
37,2009-08-25,,,,,,,,,,,,2.0
38,2009-10-28,,,,,,,,,,,,2.0
39,2009-11-24,,,,,,,,,,,,2.0
40,2010-01-01,,,,,,,,,99.4,Johor,overall,
41,2010-01-01,,,,,,,,,99.6,Kedah,overall,
42,2010-01-01,,,,,,,,,99.1,Kelantan,overall,
43,2010-01-01,,,,,,,,,99.5,Melaka,overall,
44,2010-01-01,,,,,,,,,99.3,Negeri Sembilan,overall,
45,2010-01-01,,,,,,,,,99.4,Pahang,overall,
46,2010-01-01,,,,,,,,,99.4,Perak,overall,
47,2010-01-01,,,,,,,,,99.0,Perlis,overall,
48,2010-01-01,,,,,,,,,99.4,Pulau Pinang,overall,
49,2010-01-01,,,,,,,,,99.4,Sabah,overall,
50,2010-01-01,,,,,,,,,99.2,Sarawak,overall,
51,2010-01-01,,,,,,,,,99.3,Selangor,overall,
52,2010-01-01,,,,,,,,,99.2,Terengganu,overall,
53,2010-01-01,,,,,,,,,99.4,W.P. Kuala Lumpur,overall,
54,2010-01-01,,,,,,,,,99.4,W.P. Labuan,overall,
55,2010-01-01,,,,,,,,,99.7,W.P. Putrajaya,overall,
56,2010-01-26,,,,,,,,,,,,2.0
57,2010-02-01,,,,,,,,,99.4,Johor,overall,
58,2010-02-01,,,,,,,,,99.5,Kedah,overall,
59,2010-02-01,,,,,,,,,99.0,Kelantan,overall,
60,2010-02-01,,,,,,,,,99.5,Melaka,overall,
61,2010-02-01,,,,,,,,,99.3,Negeri Sembilan,overall,
62,2010-02-01,,,,,,,,,99.3,Pahang,overall,
63,2010-02-01,,,,,,,,,99.4,Perak,overall,
64,2010-02-01,,,,,,,,,98.9,Perlis,overall,
65,2010-02-01,,,,,,,,,99.5,Pulau Pinang,overall,
66,2010-02-01,,,,,,,,,99.7,Sabah,overall,
67,2010-02-01,,,,,,,,,99.4,Sarawak,overall,
68,2010-02-01,,,,,,,,,99.3,Selangor,overall,
69,2010-02-01,,,,,,,,,99.1,Terengganu,overall,
70,2010-02-01,,,,,,,,,99.4,W.P. Kuala Lumpur,overall,
71,2010-02-01,,,,,,,,,99.6,W.P. Labuan,overall,
72,2010-02-01,,,,,,,,,99.6,W.P. Putrajaya,overall,
73,2010-03-01,,,,,,,,,99.4,Johor,overall,
74,2010-03-01,,,,,,,,,99.3,Kedah,overall,
75,2010-03-01,,,,,,,,,99.0,Kelantan,overall,
76,2010-03-01,,,,,,,,,99.4,Melaka,overall,
77,2010-03-01,,,,,,,,,99.2,Negeri Sembilan,overall,
78,2010-03-01,,,,,,,,,99.3,Pahang,overall,
79,2010-03-01,,,,,,,,,99.4,Perak,overall,
80,2010-03-01,,,,,,,,,98.9,Perlis,overall,
81,2010-03-01,,,,,,,,,99.3,Pulau Pinang,overall,
82,2010-03-01,,,,,,,,,99.7,Sabah,overall,
83,2010-03-01,,,,,,,,,99.4,Sarawak,overall,
84,2010-03-01,,,,,,,,,99.4,Selangor,overall,
85,2010-03-01,,,,,,,,,99.1,Terengganu,overall,
86,2010-03-01,,,,,,,,,99.4,W.P. Kuala Lumpur,overall,
87,2010-03-01,,,,,,,,,99.6,W.P. Labuan,overall,
88,2010-03-01,,,,,,,,,99.6,W.P. Putrajaya,overall,
89,2010-03-04,,,,,,,,,,,,2.25
90,2010-04-01,,,,,,,,,99.4,Johor,overall,
91,2010-04-01,,,,,,,,,99.3,Kedah,overall,
92,2010-04-01,,,,,,,,,99.2,Kelantan,overall,
93,2010-04-01,,,,,,,,,99.4,Melaka,overall,
94,2010-04-01,,,,,,,,,99.3,Negeri Sembilan,overall,
95,2010-04-01,,,,,,,,,99.4,Pahang,overall,
96,2010-04-01,,,,,,,,,99.4,Perak,overall,
97,2010-04-01,,,,,,,,,98.8,Perlis,overall,
98,2010-04-01,,,,,,,,,99.4,Pulau Pinang,overall,
99,2010-04-01,,,,,,,,,99.7,Sabah,overall,
100,2010-04-01,,,,,,,,,99.4,Sarawak,overall,
101,2010-04-01,,,,,,,,,99.4,Selangor,overall,
102,2010-04-01,,,,,,,,,99.2,Terengganu,overall,
103,2010-04-01,,,,,,,,,99.5,W.P. Kuala Lumpur,overall,
104,2010-04-01,,,,,,,,,99.8,W.P. Labuan,overall,
105,2010-04-01,,,,,,,,,99.6,W.P. Putrajaya,overall,
106,2010-05-01,,,,,,,,,99.6,Johor,overall,
107,2010-05-01,,,,,,,,,99.5,Kedah,overall,
108,2010-05-01,,,,,,,,,99.4,Kelantan,overall,
109,2010-05-01,,,,,,,,,99.6,Melaka,overall,
110,2010-05-01,,,,,,,,,99.5,Negeri Sembilan,overall,
111,2010-05-01,,,,,,,,,99.8,Pahang,overall,
112,2010-05-01,,,,,,,,,99.6,Perak,overall,
113,2010-05-01,,,,,,,,,99.4,Perlis,overall,
114,2010-05-01,,,,,,,,,99.5,Pulau Pinang,overall,
115,2010-05-01,,,,,,,,,99.6,Sabah,overall,
116,2010-05-01,,,,,,,,,99.5,Sarawak,overall,
117,2010-05-01,,,,,,,,,99.6,Selangor,overall,
118,2010-05-01,,,,,,,,,99.5,Terengganu,overall,
119,2010-05-01,,,,,,,,,99.7,W.P. Kuala Lumpur,overall,
120,2010-05-01,,,,,,,,,99.8,W.P. Labuan,overall,
121,2010-05-01,,,,,,,,,99.6,W.P. Putrajaya,overall,
122,2010-05-13,,,,,,,,,,,,2.5
123,2010-06-01,,,,,,,,,99.8,Johor,overall,
124,2010-06-01,,,,,,,,,99.7,Kedah,overall,
125,2010-06-01,,,,,,,,,99.7,Kelantan,overall,
126,2010-06-01,,,,,,,,,99.7,Melaka,overall,
127,2010-06-01,,,,,,,,,99.7,Negeri Sembilan,overall,
128,2010-06-01,,,,,,,,,99.9,Pahang,overall,
129,2010-06-01,,,,,,,,,99.7,Perak,overall,
130,2010-06-01,,,,,,,,,99.5,Perlis,overall,
131,2010-06-01,,,,,,,,,99.6,Pulau Pinang,overall,
132,2010-06-01,,,,,,,,,99.5,Sabah,overall,
133,2010-06-01,,,,,,,,,99.6,Sarawak,overall,
134,2010-06-01,,,,,,,,,99.8,Selangor,overall,
135,2010-06-01,,,,,,,,,99.9,Terengganu,overall,
136,2010-06-01,,,,,,,,,99.9,W.P. Kuala Lumpur,overall,
137,2010-06-01,,,,,,,,,99.8,W.P. Labuan,overall,
138,2010-06-01,,,,,,,,,99.7,W.P. Putrajaya,overall,
139,2010-07-01,,,,,,,,,100.1,Johor,overall,
140,2010-07-01,,,,,,,,,99.9,Kedah,overall,
141,2010-07-01,,,,,,,,,100.0,Kelantan,overall,
142,2010-07-01,,,,,,,,,100.1,Melaka,overall,
143,2010-07-01,,,,,,,,,99.9,Negeri Sembilan,overall,
144,2010-07-01,,,,,,,,,100.1,Pahang,overall,
145,2010-07-01,,,,,,,,,100.0,Perak,overall,
146,2010-07-01,,,,,,,,,99.9,Perlis,overall,
147,2010-07-01,,,,,,,,,100.0,Pulau Pinang,overall,
148,2010-07-01,,,,,,,,,99.7,Sabah,overall,
149,2010-07-01,,,,,,,,,99.8,Sarawak,overall,
150,2010-07-01,,,,,,,,,100.0,Selangor,overall,
151,2010-07-01,,,,,,,,,100.0,Terengganu,overall,
152,2010-07-01,,,,,,,,,100.1,W.P. Kuala Lumpur,overall,
153,2010-07-01,,,,,,,,,100.0,W.P. Labuan,overall,
154,2010-07-01,,,,,,,,,99.9,W.P. Putrajaya,overall,
155,2010-07-08,,,,,,,,,,,,2.75
156,2010-08-01,,,,,,,,,100.3,Johor,overall,
157,2010-08-01,,,,,,,,,100.2,Kedah,overall,
158,2010-08-01,,,,,,,,,100.5,Kelantan,overall,
159,2010-08-01,,,,,,,,,100.3,Melaka,overall,
160,2010-08-01,,,,,,,,,100.3,Negeri Sembilan,overall,
161,2010-08-01,,,,,,,,,100.3,Pahang,overall,
162,2010-08-01,,,,,,,,,100.3,Perak,overall,
163,2010-08-01,,,,,,,,,100.7,Perlis,overall,
164,2010-08-01,,,,,,,,,100.3,Pulau Pinang,overall,
165,2010-08-01,,,,,,,,,100.0,Sabah,overall,
166,2010-08-01,,,,,,,,,100.3,Sarawak,overall,
167,2010-08-01,,,,,,,,,100.2,Selangor,overall,
168,2010-08-01,,,,,,,,,100.4,Terengganu,overall,
169,2010-08-01,,,,,,,,,100.3,W.P. Kuala Lumpur,overall,
170,2010-08-01,,,,,,,,,100.2,W.P. Labuan,overall,
171,2010-08-01,,,,,,,,,100.1,W.P. Putrajaya,overall,
172,2010-09-01,,,,,,,,,100.3,Johor,overall,
173,2010-09-01,,,,,,,,,100.1,Kedah,overall,
174,2010-09-01,,,,,,,,,100.6,Kelantan,overall,
175,2010-09-01,,,,,,,,,100.3,Melaka,overall,
176,2010-09-01,,,,,,,,,100.3,Negeri Sembilan,overall,
177,2010-09-01,,,,,,,,,100.2,Pahang,overall,
178,2010-09-01,,,,,,,,,100.3,Perak,overall,
179,2010-09-01,,,,,,,,,100.7,Perlis,overall,
180,2010-09-01,,,,,,,,,100.4,Pulau Pinang,overall,
181,2010-09-01,,,,,,,,,100.3,Sabah,overall,
182,2010-09-01,,,,,,,,,100.5,Sarawak,overall,
183,2010-09-01,,,,,,,,,100.3,Selangor,overall,
184,2010-09-01,,,,,,,,,100.5,Terengganu,overall,
185,2010-09-01,,,,,,,,,100.4,W.P. Kuala Lumpur,overall,
186,2010-09-01,,,,,,,,,100.3,W.P. Labuan,overall,
187,2010-09-01,,,,,,,,,100.4,W.P. Putrajaya,overall,
188,2010-09-02,,,,,,,,,,,,2.75
189,2010-10-01,,,,,,,,,100.5,Johor,overall,
190,2010-10-01,,,,,,,,,100.6,Kedah,overall,
191,2010-10-01,,,,,,,,,100.7,Kelantan,overall,
192,2010-10-01,,,,,,,,,100.4,Melaka,overall,
193,2010-10-01,,,,,,,,,100.7,Negeri Sembilan,overall,
194,2010-10-01,,,,,,,,,100.4,Pahang,overall,
195,2010-10-01,,,,,,,,,100.5,Perak,overall,
196,2010-10-01,,,,,,,,,100.9,Perlis,overall,
197,2010-10-01,,,,,,,,,100.6,Pulau Pinang,overall,
198,2010-10-01,,,,,,,,,100.5,Sabah,overall,
199,2010-10-01,,,,,,,,,100.7,Sarawak,overall,
200,2010-10-01,,,,,,,,,100.5,Selangor,overall,
201,2010-10-01,,,,,,,,,100.4,Terengganu,overall,
202,2010-10-01,,,,,,,,,100.5,W.P. Kuala Lumpur,overall,
203,2010-10-01,,,,,,,,,100.5,W.P. Labuan,overall,
204,2010-10-01,,,,,,,,,100.5,W.P. Putrajaya,overall,
205,2010-11-01,,,,,,,,,100.8,Johor,overall,
206,2010-11-01,,,,,,,,,101.0,Kedah,overall,
207,2010-11-01,,,,,,,,,101.2,Kelantan,overall,
208,2010-11-01,,,,,,,,,100.6,Melaka,overall,
209,2010-11-01,,,,,,,,,101.0,Negeri Sembilan,overall,
210,2010-11-01,,,,,,,,,100.6,Pahang,overall,
211,2010-11-01,,,,,,,,,100.8,Perak,overall,
212,2010-11-01,,,,,,,,,101.3,Perlis,overall,
213,2010-11-01,,,,,,,,,100.8,Pulau Pinang,overall,
214,2010-11-01,,,,,,,,,100.7,Sabah,overall,
215,2010-11-01,,,,,,,,,100.8,Sarawak,overall,
216,2010-11-01,,,,,,,,,100.8,Selangor,overall,
217,2010-11-01,,,,,,,,,101.0,Terengganu,overall,
218,2010-11-01,,,,,,,,,100.6,W.P. Kuala Lumpur,overall,
219,2010-11-01,,,,,,,,,100.2,W.P. Labuan,overall,
220,2010-11-01,,,,,,,,,100.6,W.P. Putrajaya,overall,
221,2010-11-12,,,,,,,,,,,,2.75
222,2010-12-01,,,,,,,,,101.1,Johor,overall,
223,2010-12-01,,,,,,,,,101.3,Kedah,overall,
224,2010-12-01,,,,,,,,,101.7,Kelantan,overall,
225,2010-12-01,,,,,,,,,101.1,Melaka,overall,
226,2010-12-01,,,,,,,,,101.5,Negeri Sembilan,overall,
227,2010-12-01,,,,,,,,,101.2,Pahang,overall,
228,2010-12-01,,,,,,,,,101.2,Perak,overall,
229,2010-12-01,,,,,,,,,102.0,Perlis,overall,
230,2010-12-01,,,,,,,,,101.2,Pulau Pinang,overall,
231,2010-12-01,,,,,,,,,101.2,Sabah,overall,
232,2010-12-01,,,,,,,,,101.2,Sarawak,overall,
233,2010-12-01,,,,,,,,,101.1,Selangor,overall,
234,2010-12-01,,,,,,,,,101.6,Terengganu,overall,
235,2010-12-01,,,,,,,,,100.9,W.P. Kuala Lumpur,overall,
236,2010-12-01,,,,,,,,,100.6,W.P. Labuan,overall,
237,2010-12-01,,,,,,,,,100.8,W.P. Putrajaya,overall,
238,2011-01-01,,,,,,,,,101.7,Johor,overall,
239,2011-01-01,,,,,,,,,101.8,Kedah,overall,
240,2011-01-01,,,,,,,,,102.4,Kelantan,overall,
241,2011-01-01,,,,,,,,,101.8,Melaka,overall,
242,2011-01-01,,,,,,,,,102.1,Negeri Sembilan,overall,
243,2011-01-01,,,,,,,,,101.6,Pahang,overall,
244,2011-01-01,,,,,,,,,101.8,Perak,overall,
245,2011-01-01,,,,,,,,,102.5,Perlis,overall,
246,2011-01-01,,,,,,,,,101.9,Pulau Pinang,overall,
247,2011-01-01,,,,,,,,,101.9,Sabah,overall,
248,2011-01-01,,,,,,,,,101.6,Sarawak,overall,
249,2011-01-01,,,,,,,,,101.8,Selangor,overall,
250,2011-01-01,,,,,,,,,102.3,Terengganu,overall,
251,2011-01-01,,,,,,,,,101.6,W.P. Kuala Lumpur,overall,
252,2011-01-01,,,,,,,,,101.1,W.P. Labuan,overall,
253,2011-01-01,,,,,,,,,101.8,W.P. Putrajaya,overall,
254,2011-01-27,,,,,,,,,,,,2.75
255,2011-02-01,,,,,,,,,102.4,Johor,overall,
256,2011-02-01,,,,,,,,,102.3,Kedah,overall,
257,2011-02-01,,,,,,,,,102.6,Kelantan,overall,
258,2011-02-01,,,,,,,,,102.3,Melaka,overall,
259,2011-02-01,,,,,,,,,102.8,Negeri Sembilan,overall,
260,2011-02-01,,,,,,,,,102.0,Pahang,overall,
261,2011-02-01,,,,,,,,,102.2,Perak,overall,
262,2011-02-01,,,,,,,,,102.5,Perlis,overall,
263,2011-02-01,,,,,,,,,102.3,Pulau Pinang,overall,
264,2011-02-01,,,,,,,,,102.1,Sabah,overall,
265,2011-02-01,,,,,,,,,102.1,Sarawak,overall,
266,2011-02-01,,,,,,,,,102.5,Selangor,overall,
267,2011-02-01,,,,,,,,,102.5,Terengganu,overall,
268,2011-02-01,,,,,,,,,101.9,W.P. Kuala Lumpur,overall,
269,2011-02-01,,,,,,,,,101.3,W.P. Labuan,overall,
270,2011-02-01,,,,,,,,,102.5,W.P. Putrajaya,overall,
271,2011-03-01,,,,,,,,,102.3,Johor,overall,
272,2011-03-01,,,,,,,,,102.4,Kedah,overall,
273,2011-03-01,,,,,,,,,102.8,Kelantan,overall,
274,2011-03-01,,,,,,,,,102.2,Melaka,overall,
275,2011-03-01,,,,,,,,,102.8,Negeri Sembilan,overall,
276,2011-03-01,,,,,,,,,102.1,Pahang,overall,
277,2011-03-01,,,,,,,,,102.3,Perak,overall,
278,2011-03-01,,,,,,,,,103.3,Perlis,overall,
279,2011-03-01,,,,,,,,,102.4,Pulau Pinang,overall,
280,2011-03-01,,,,,,,,,102.2,Sabah,overall,
281,2011-03-01,,,,,,,,,102.1,Sarawak,overall,
282,2011-03-01,,,,,,,,,102.6,Selangor,overall,
283,2011-03-01,,,,,,,,,102.5,Terengganu,overall,
284,2011-03-01,,,,,,,,,102.0,W.P. Kuala Lumpur,overall,
285,2011-03-01,,,,,,,,,101.4,W.P. Labuan,overall,
286,2011-03-01,,,,,,,,,102.6,W.P. Putrajaya,overall,
287,2011-03-11,,,,,,,,,,,,2.75
288,2011-04-01,,,,,,,,,102.5,Johor,overall,
289,2011-04-01,,,,,,,,,102.6,Kedah,overall,
290,2011-04-01,,,,,,,,,103.3,Kelantan,overall,
291,2011-04-01,,,,,,,,,102.4,Melaka,overall,
292,2011-04-01,,,,,,,,,103.2,Negeri Sembilan,overall,
293,2011-04-01,,,,,,,,,102.5,Pahang,overall,
294,2011-04-01,,,,,,,,,102.5,Perak,overall,
295,2011-04-01,,,,,,,,,103.6,Perlis,overall,
296,2011-04-01,,,,,,,,,102.6,Pulau Pinang,overall,
297,2011-04-01,,,,,,,,,102.5,Sabah,overall,
298,2011-04-01,,,,,,,,,102.2,Sarawak,overall,
299,2011-04-01,,,,,,,,,102.8,Selangor,overall,
300,2011-04-01,,,,,,,,,103.1,Terengganu,overall,
301,2011-04-01,,,,,,,,,102.2,W.P. Kuala Lumpur,overall,
302,2011-04-01,,,,,,,,,101.6,W.P. Labuan,overall,
303,2011-04-01,,,,,,,,,102.9,W.P. Putrajaya,overall,
304,2011-05-01,,,,,,,,,102.8,Johor,overall,
305,2011-05-01,,,,,,,,,102.9,Kedah,overall,
306,2011-05-01,,,,,,,,,103.8,Kelantan,overall,
307,2011-05-01,,,,,,,,,102.5,Melaka,overall,
308,2011-05-01,,,,,,,,,103.5,Negeri Sembilan,overall,
309,2011-05-01,,,,,,,,,102.8,Pahang,overall,
310,2011-05-01,,,,,,,,,102.8,Perak,overall,
311,2011-05-01,,,,,,,,,102.2,Perlis,overall,
312,2011-05-01,,,,,,,,,102.8,Pulau Pinang,overall,
313,2011-05-01,,,,,,,,,102.5,Sabah,overall,
314,2011-05-01,,,,,,,,,102.4,Sarawak,overall,
315,2011-05-01,,,,,,,,,103.1,Selangor,overall,
316,2011-05-01,,,,,,,,,103.3,Terengganu,overall,
317,2011-05-01,,,,,,,,,102.4,W.P. Kuala Lumpur,overall,
318,2011-05-01,,,,,,,,,103.5,W.P. Labuan,overall,
319,2011-05-01,,,,,,,,,103.1,W.P. Putrajaya,overall,
320,2011-05-05,,,,,,,,,,,,3.0
321,2011-06-01,,,,,,,,,103.3,Johor,overall,
322,2011-06-01,,,,,,,,,103.1,Kedah,overall,
323,2011-06-01,,,,,,,,,104.1,Kelantan,overall,
324,2011-06-01,,,,,,,,,102.8,Melaka,overall,
325,2011-06-01,,,,,,,,,103.8,Negeri Sembilan,overall,
326,2011-06-01,,,,,,,,,103.1,Pahang,overall,
327,2011-06-01,,,,,,,,,103.0,Perak,overall,
328,2011-06-01,,,,,,,,,102.3,Perlis,overall,
329,2011-06-01,,,,,,,,,103.2,Pulau Pinang,overall,
330,2011-06-01,,,,,,,,,102.6,Sabah,overall,
331,2011-06-01,,,,,,,,,102.5,Sarawak,overall,
332,2011-06-01,,,,,,,,,103.4,Selangor,overall,
333,2011-06-01,,,,,,,,,103.8,Terengganu,overall,
334,2011-06-01,,,,,,,,,102.6,W.P. Kuala Lumpur,overall,
335,2011-06-01,,,,,,,,,103.5,W.P. Labuan,overall,
336,2011-06-01,,,,,,,,,103.3,W.P. Putrajaya,overall,
337,2011-07-01,,,,,,,,,103.6,Johor,overall,
338,2011-07-01,,,,,,,,,103.3,Kedah,overall,
339,2011-07-01,,,,,,,,,104.3,Kelantan,overall,
340,2011-07-01,,,,,,,,,103.0,Melaka,overall,
341,2011-07-01,,,,,,,,,104.1,Negeri Sembilan,overall,
342,2011-07-01,,,,,,,,,103.3,Pahang,overall,
343,2011-07-01,,,,,,,,,103.2,Perak,overall,
344,2011-07-01,,,,,,,,,102.5,Perlis,overall,
345,2011-07-01,,,,,,,,,103.5,Pulau Pinang,overall,
346,2011-07-01,,,,,,,,,103.0,Sabah,overall,
347,2011-07-01,,,,,,,,,102.6,Sarawak,overall,
348,2011-07-01,,,,,,,,,103.6,Selangor,overall,
349,2011-07-01,,,,,,,,,104.1,Terengganu,overall,
350,2011-07-01,,,,,,,,,102.8,W.P. Kuala Lumpur,overall,
351,2011-07-01,,,,,,,,,103.9,W.P. Labuan,overall,
352,2011-07-01,,,,,,,,,103.3,W.P. Putrajaya,overall,
353,2011-07-07,,,,,,,,,,,,3.0
354,2011-08-01,,,,,,,,,103.7,Johor,overall,
355,2011-08-01,,,,,,,,,103.4,Kedah,overall,
356,2011-08-01,,,,,,,,,104.6,Kelantan,overall,
357,2011-08-01,,,,,,,,,103.0,Melaka,overall,
358,2011-08-01,,,,,,,,,104.2,Negeri Sembilan,overall,
359,2011-08-01,,,,,,,,,103.4,Pahang,overall,
360,2011-08-01,,,,,,,,,103.3,Perak,overall,
361,2011-08-01,,,,,,,,,102.6,Perlis,overall,
362,2011-08-01,,,,,,,,,103.8,Pulau Pinang,overall,
363,2011-08-01,,,,,,,,,103.4,Sabah,overall,
364,2011-08-01,,,,,,,,,102.8,Sarawak,overall,
365,2011-08-01,,,,,,,,,103.8,Selangor,overall,
366,2011-08-01,,,,,,,,,104.3,Terengganu,overall,
367,2011-08-01,,,,,,,,,102.9,W.P. Kuala Lumpur,overall,
368,2011-08-01,,,,,,,,,104.2,W.P. Labuan,overall,
369,2011-08-01,,,,,,,,,103.4,W.P. Putrajaya,overall,
370,2011-09-01,,,,,,,,,103.9,Johor,overall,
371,2011-09-01,,,,,,,,,103.7,Kedah,overall,
372,2011-09-01,,,,,,,,,104.7,Kelantan,overall,
373,2011-09-01,,,,,,,,,103.4,Melaka,overall,
374,2011-09-01,,,,,,,,,104.4,Negeri Sembilan,overall,
375,2011-09-01,,,,,,,,,103.6,Pahang,overall,
376,2011-09-01,,,,,,,,,103.5,Perak,overall,
377,2011-09-01,,,,,,,,,102.9,Perlis,overall,
378,2011-09-01,,,,,,,,,103.9,Pulau Pinang,overall,
379,2011-09-01,,,,,,,,,103.5,Sabah,overall,
380,2011-09-01,,,,,,,,,103.0,Sarawak,overall,
381,2011-09-01,,,,,,,,,104.0,Selangor,overall,
382,2011-09-01,,,,,,,,,104.4,Terengganu,overall,
383,2011-09-01,,,,,,,,,103.1,W.P. Kuala Lumpur,overall,
384,2011-09-01,,,,,,,,,104.4,W.P. Labuan,overall,
385,2011-09-01,,,,,,,,,103.8,W.P. Putrajaya,overall,
386,2011-09-08,,,,,,,,,,,,3.0
387,2011-10-01,,,,,,,,,104.2,Johor,overall,
388,2011-10-01,,,,,,,,,104.0,Kedah,overall,
389,2011-10-01,,,,,,,,,104.8,Kelantan,overall,
390,2011-10-01,,,,,,,,,103.6,Melaka,overall,
391,2011-10-01,,,,,,,,,104.7,Negeri Sembilan,overall,
392,2011-10-01,,,,,,,,,104.0,Pahang,overall,
393,2011-10-01,,,,,,,,,103.8,Perak,overall,
394,2011-10-01,,,,,,,,,103.3,Perlis,overall,
395,2011-10-01,,,,,,,,,104.2,Pulau Pinang,overall,
396,2011-10-01,,,,,,,,,103.6,Sabah,overall,
397,2011-10-01,,,,,,,,,103.2,Sarawak,overall,
398,2011-10-01,,,,,,,,,104.2,Selangor,overall,
399,2011-10-01,,,,,,,,,104.5,Terengganu,overall,
400,2011-10-01,,,,,,,,,103.4,W.P. Kuala Lumpur,overall,
401,2011-10-01,,,,,,,,,104.9,W.P. Labuan,overall,
402,2011-10-01,,,,,,,,,104.3,W.P. Putrajaya,overall,
403,2011-11-01,,,,,,,,,104.2,Johor,overall,
404,2011-11-01,,,,,,,,,104.1,Kedah,overall,
405,2011-11-01,,,,,,,,,104.8,Kelantan,overall,
406,2011-11-01,,,,,,,,,103.9,Melaka,overall,
407,2011-11-01,,,,,,,,,104.6,Negeri Sembilan,overall,
408,2011-11-01,,,,,,,,,104.0,Pahang,overall,
409,2011-11-01,,,,,,,,,103.8,Perak,overall,
410,2011-11-01,,,,,,,,,103.1,Perlis,overall,
411,2011-11-01,,,,,,,,,104.3,Pulau Pinang,overall,
412,2011-11-01,,,,,,,,,103.8,Sabah,overall,
413,2011-11-01,,,,,,,,,103.4,Sarawak,overall,
414,2011-11-01,,,,,,,,,104.4,Selangor,overall,
415,2011-11-01,,,,,,,,,104.4,Terengganu,overall,
416,2011-11-01,,,,,,,,,103.5,W.P. Kuala Lumpur,overall,
417,2011-11-01,,,,,,,,,105.2,W.P. Labuan,overall,
418,2011-11-01,,,,,,,,,104.3,W.P. Putrajaya,overall,
419,2011-11-11,,,,,,,,,,,,3.0
420,2011-12-01,,,,,,,,,104.4,Johor,overall,
421,2011-12-01,,,,,,,,,104.2,Kedah,overall,
422,2011-12-01,,,,,,,,,105.1,Kelantan,overall,
423,2011-12-01,,,,,,,,,104.1,Melaka,overall,
424,2011-12-01,,,,,,,,,104.7,Negeri Sembilan,overall,
425,2011-12-01,,,,,,,,,104.2,Pahang,overall,
426,2011-12-01,,,,,,,,,103.9,Perak,overall,
427,2011-12-01,,,,,,,,,103.0,Perlis,overall,
428,2011-12-01,,,,,,,,,104.5,Pulau Pinang,overall,
429,2011-12-01,,,,,,,,,103.9,Sabah,overall,
430,2011-12-01,,,,,,,,,103.5,Sarawak,overall,
431,2011-12-01,,,,,,,,,104.4,Selangor,overall,
432,2011-12-01,,,,,,,,,104.6,Terengganu,overall,
433,2011-12-01,,,,,,,,,103.5,W.P. Kuala Lumpur,overall,
434,2011-12-01,,,,,,,,,105.2,W.P. Labuan,overall,
435,2011-12-01,,,,,,,,,104.6,W.P. Putrajaya,overall,
436,2012-01-01,,,,,,,,,105.0,Johor,overall,
437,2012-01-01,,,,,,,,,104.6,Kedah,overall,
438,2012-01-01,,,,,,,,,105.6,Kelantan,overall,
439,2012-01-01,,,,,,,,,104.4,Melaka,overall,
440,2012-01-01,,,,,,,,,104.9,Negeri Sembilan,overall,
441,2012-01-01,,,,,,,,,104.4,Pahang,overall,
442,2012-01-01,,,,,,,,,104.2,Perak,overall,
443,2012-01-01,,,,,,,,,103.0,Perlis,overall,
444,2012-01-01,,,,,,,,,104.8,Pulau Pinang,overall,
445,2012-01-01,,,,,,,,,104.3,Sabah,overall,
446,2012-01-01,,,,,,,,,103.8,Sarawak,overall,
447,2012-01-01,,,,,,,,,104.6,Selangor,overall,
448,2012-01-01,,,,,,,,,104.9,Terengganu,overall,
449,2012-01-01,,,,,,,,,103.8,W.P. Kuala Lumpur,overall,
450,2012-01-01,,,,,,,,,105.6,W.P. Labuan,overall,
