Date,USD
22/02/2021,4.0405
19/02/2021,4.0435
18/02/2021,4.038
17/02/2021,4.0385
16/02/2021,4.0305
15/02/2021,4.036
11/2/2021,4.0445
10/2/2021,4.04
9/2/2021,4.0575
8/2/2021,4.0615
5/2/2021,4.0745
4/2/2021,4.0525
3/2/2021,4.0475
2/2/2021,4.0425
29/01/2021,4.054
27/01/2021,4.044
26/01/2021,4.0445
25/01/2021,4.046
22/01/2021,4.0375
21/01/2021,4.031
20/01/2021,4.048
19/01/2021,4.0505
18/01/2021,4.047
15/01/2021,4.0345
14/01/2021,4.043
13/01/2021,4.0455
12/1/2021,4.06
11/1/2021,4.042
8/1/2021,4.0425
7/1/2021,4.013
6/1/2021,4.0145
5/1/2021,4.0065
4/1/2021,3.9965
31/12/2020,4.013
30/12/2020,4.04
29/12/2020,4.051
28/12/2020,4.0535
24/12/2020,4.0595
23/12/2020,4.0615
22/12/2020,4.055
21/12/2020,4.0465
18/12/2020,4.0375
17/12/2020,4.0415
16/12/2020,4.051
15/12/2020,4.065
14/12/2020,4.0495
11/12/2020,4.0545
10/12/2020,4.0625
9/12/2020,4.0685
8/12/2020,4.069
7/12/2020,4.071
4/12/2020,4.064
3/12/2020,4.0725
2/12/2020,4.0715
1/12/2020,4.078
30/11/2020,4.069
27/11/2020,4.0725
26/11/2020,4.083
25/11/2020,4.087
24/11/2020,4.0945
23/11/2020,4.0895
20/11/2020,4.0905
19/11/2020,4.095
18/11/2020,4.098
17/11/2020,4.1058
16/11/2020,4.1145
13/11/2020,4.1315
12/11/2020,4.134
11/11/2020,4.123
10/11/2020,4.1155
9/11/2020,4.1145
6/11/2020,4.143
5/11/2020,4.1525
4/11/2020,4.1635
3/11/2020,4.1585
2/11/2020,4.155
30/10/2020,4.157
28/10/2020,4.1645
27/10/2020,4.165
26/10/2020,4.1645
23/10/2020,4.1465
22/10/2020,4.1495
21/10/2020,4.145
20/10/2020,4.1455
19/10/2020,4.147
16/10/2020,4.1545
15/10/2020,4.148
14/10/2020,4.146
13/10/2020,4.155
12/10/2020,4.1385
9/10/2020,4.1475
8/10/2020,4.1555
7/10/2020,4.1595
6/10/2020,4.15
5/10/2020,4.1595
2/10/2020,4.1605
1/10/2020,4.148
30/09/2020,4.1585
29/09/2020,4.1645
28/09/2020,4.167
25/09/2020,4.1685
24/09/2020,4.1635
23/09/2020,4.141
22/09/2020,4.1365
21/09/2020,4.1105
18/09/2020,4.1275
17/09/2020,4.147
15/09/2020,4.134
14/09/2020,4.1485
11/9/2020,4.1565
10/9/2020,4.1655
9/9/2020,4.1735
8/9/2020,4.1665
7/9/2020,4.1485
4/9/2020,4.1475
3/9/2020,4.1425
2/9/2020,4.1495
1/9/2020,4.1475
28/08/2020,4.1745
27/08/2020,4.1715
26/08/2020,4.17
25/08/2020,4.1715
24/08/2020,4.1805
21/08/2020,4.177
19/08/2020,4.1825
18/08/2020,4.188
17/08/2020,4.1875
14/08/2020,4.2025
13/08/2020,4.1895
12/8/2020,4.1985
11/8/2020,4.1985
10/8/2020,4.194
7/8/2020,4.1975
6/8/2020,4.1875
5/8/2020,4.2005
4/8/2020,4.2175
3/8/2020,4.2335
30/07/2020,4.2425
29/07/2020,4.249
28/07/2020,4.2475
27/07/2020,4.2515
24/07/2020,4.2645
23/07/2020,4.2525
22/07/2020,4.2535
21/07/2020,4.2625
20/07/2020,4.2648
17/07/2020,4.2695
16/07/2020,4.2675
15/07/2020,4.2655
14/07/2020,4.2705
13/07/2020,4.2605
10/7/2020,4.268
9/7/2020,4.265
8/7/2020,4.2785
7/7/2020,4.274
6/7/2020,4.284
3/7/2020,4.287
2/7/2020,4.286
1/7/2020,4.2815
30/06/2020,4.28
29/06/2020,4.285
26/06/2020,4.278
25/06/2020,4.279
24/06/2020,4.2765
23/06/2020,4.276
22/06/2020,4.274
19/06/2020,4.279
18/06/2020,4.2755
17/06/2020,4.279
16/06/2020,4.263
15/06/2020,4.2725
12/6/2020,4.266
11/6/2020,4.254
10/6/2020,4.2675
9/6/2020,4.2615
5/6/2020,4.267
4/6/2020,4.2745
3/6/2020,4.262
2/6/2020,4.2915
1/6/2020,4.323
29/05/2020,4.3485
28/05/2020,4.36
27/05/2020,4.358
22/05/2020,4.362
21/05/2020,4.3525
20/05/2020,4.356
19/05/2020,4.3495
18/05/2020,4.355
15/05/2020,4.3455
14/05/2020,4.335
13/05/2020,4.337
12/5/2020,4.345
8/5/2020,4.3055
6/5/2020,4.311
5/5/2020,4.31
4/5/2020,4.3385
30/04/2020,4.326
29/04/2020,4.36
28/04/2020,4.3705
27/04/2020,4.354
24/04/2020,4.365
23/04/2020,4.365
22/04/2020,4.395
21/04/2020,4.3923
20/04/2020,4.388
17/04/2020,4.365
16/04/2020,4.374
15/04/2020,4.33
14/04/2020,4.323
13/04/2020,4.3225
10/4/2020,4.308
9/4/2020,4.341
8/4/2020,4.3398
7/4/2020,4.35
6/4/2020,4.375
3/4/2020,4.36
2/4/2020,4.386
1/4/2020,4.3275
31/03/2020,4.3025
30/03/2020,4.3575
27/03/2020,4.263
26/03/2020,4.3625
25/03/2020,4.394
24/03/2020,4.435
23/03/2020,4.445
20/03/2020,4.4045
19/03/2020,4.4065
18/03/2020,4.358
17/03/2020,4.33
16/03/2020,4.301
13/03/2020,4.295
12/3/2020,4.253
11/3/2020,4.2355
10/3/2020,4.226
9/3/2020,4.2085
6/3/2020,4.1875
5/3/2020,4.1655
4/3/2020,4.183
3/3/2020,4.205
2/3/2020,4.2015
28/02/2020,4.226
27/02/2020,4.2225
26/02/2020,4.2395
25/02/2020,4.225
24/02/2020,4.2215
21/02/2020,4.1915
20/02/2020,4.1845
19/02/2020,4.1595
18/02/2020,4.1495
17/02/2020,4.138
14/02/2020,4.141
13/02/2020,4.139
12/2/2020,4.134
11/2/2020,4.1405
10/2/2020,4.1455
7/2/2020,4.135
6/2/2020,4.1215
5/2/2020,4.121
4/2/2020,4.117
3/2/2020,4.1155
31/01/2020,4.0885
30/01/2020,4.0885
29/01/2020,4.0785
28/01/2020,4.0835
24/01/2020,4.0645
23/01/2020,4.0655
22/01/2020,4.0735
21/01/2020,4.069
20/01/2020,4.0575
17/01/2020,4.0625
16/01/2020,4.0685
15/01/2020,4.079
14/01/2020,4.0615
13/01/2020,4.0645
10/1/2020,4.083
9/1/2020,4.0913
8/1/2020,4.104
7/1/2020,4.0955
6/1/2020,4.108
3/1/2020,4.0995
2/1/2020,4.0865
31/12/2019,4.0925
30/12/2019,4.1135
27/12/2019,4.1315
26/12/2019,4.1355
24/12/2019,4.1425
23/12/2019,4.1445
20/12/2019,4.1405
19/12/2019,4.1405
18/12/2019,4.1435
17/12/2019,4.1415
16/12/2019,4.14
13/12/2019,4.1415
12/12/2019,4.1545
11/12/2019,4.163
10/12/2019,4.161
9/12/2019,4.1635
6/12/2019,4.1625
5/12/2019,4.173
4/12/2019,4.1815
3/12/2019,4.173
2/12/2019,4.1795
29/11/2019,4.1713
28/11/2019,4.174
27/11/2019,4.1825
26/11/2019,4.1805
25/11/2019,4.1765
22/11/2019,4.168
21/11/2019,4.1735
20/11/2019,4.159
19/11/2019,4.161
18/11/2019,4.154
15/11/2019,4.1495
14/11/2019,4.1585
13/11/2019,4.153
12/11/2019,4.144
11/11/2019,4.1415
8/11/2019,4.1335
7/11/2019,4.146
6/11/2019,4.136
5/11/2019,4.1515
4/11/2019,4.1525
1/11/2019,4.172
31/10/2019,4.1775
30/10/2019,4.1845
29/10/2019,4.1815
25/10/2019,4.188
24/10/2019,4.184
23/10/2019,4.194
22/10/2019,4.1845
21/10/2019,4.185
18/10/2019,4.188
17/10/2019,4.1885
16/10/2019,4.1935
15/10/2019,4.189
14/10/2019,4.1795
11/10/2019,4.1855
10/10/2019,4.193
9/10/2019,4.1978
8/10/2019,4.191
7/10/2019,4.193
4/10/2019,4.184
3/10/2019,4.189
2/10/2019,4.19
1/10/2019,4.192
30/09/2019,4.187
27/09/2019,4.1945
26/09/2019,4.1935
25/09/2019,4.185
24/09/2019,4.1775
23/09/2019,4.1625
20/09/2019,4.1795
19/09/2019,4.198
18/09/2019,4.185
17/09/2019,4.1795
13/09/2019,4.1645
12/9/2019,4.173
11/9/2019,4.1805
10/9/2019,4.171
6/9/2019,4.177
5/9/2019,4.193
4/9/2019,4.2125
3/9/2019,4.225
30/08/2019,4.222
29/08/2019,4.225
28/08/2019,4.2105
27/08/2019,4.2075
26/08/2019,4.205
23/08/2019,4.19
22/08/2019,4.1805
21/08/2019,4.1735
20/08/2019,4.1815
19/08/2019,4.168
16/08/2019,4.183
15/08/2019,4.1935
14/08/2019,4.1865
13/08/2019,4.193
9/8/2019,4.1875
8/8/2019,4.1825
7/8/2019,4.196
6/8/2019,4.1905
5/8/2019,4.1755
2/8/2019,4.154
1/8/2019,4.1445
31/07/2019,4.1275
29/07/2019,4.12
26/07/2019,4.12
25/07/2019,4.1185
24/07/2019,4.121
23/07/2019,4.1185
22/07/2019,4.1145
19/07/2019,4.1095
18/07/2019,4.1125
17/07/2019,4.1155
16/07/2019,4.1085
15/07/2019,4.1065
12/7/2019,4.112
11/7/2019,4.1225
10/7/2019,4.1405
9/7/2019,4.1425
8/7/2019,4.1435
5/7/2019,4.1355
4/7/2019,4.1325
3/7/2019,4.1405
2/7/2019,4.142
1/7/2019,4.1335
28/06/2019,4.142
27/06/2019,4.149
26/06/2019,4.1525
25/06/2019,4.1435
24/06/2019,4.1445
21/06/2019,4.15
20/06/2019,4.1565
19/06/2019,4.1765
18/06/2019,4.1815
17/06/2019,4.1755
14/06/2019,4.1685
13/06/2019,4.1625
12/6/2019,4.164
11/6/2019,4.1645
10/6/2019,4.1635
7/6/2019,4.1585
4/6/2019,4.177
3/6/2019,4.1805
31/05/2019,4.197
30/05/2019,4.1965
29/05/2019,4.1955
28/05/2019,4.1925
27/05/2019,4.1865
24/05/2019,4.1925
23/05/2019,4.193
21/05/2019,4.1845
17/05/2019,4.1735
16/05/2019,4.171
15/05/2019,4.1735
14/05/2019,4.1705
13/05/2019,4.1625
10/5/2019,4.1555
9/5/2019,4.152
8/5/2019,4.1465
7/5/2019,4.1475
6/5/2019,4.1485
3/5/2019,4.1415
2/5/2019,4.1365
30/04/2019,4.1355
29/04/2019,4.1325
26/04/2019,4.133
25/04/2019,4.1355
24/04/2019,4.1325
23/04/2019,4.1265
22/04/2019,4.1365
19/04/2019,4.1325
18/04/2019,4.145
17/04/2019,4.1435
16/04/2019,4.1155
15/04/2019,4.113
12/4/2019,4.12
11/4/2019,4.1175
10/4/2019,4.0975
9/4/2019,4.097
8/4/2019,4.094
5/4/2019,4.082
4/4/2019,4.0795
3/4/2019,4.0805
2/4/2019,4.0835
1/4/2019,4.076
29/03/2019,4.081
28/03/2019,4.077
27/03/2019,4.0775
26/03/2019,4.0675
25/03/2019,4.072
22/03/2019,4.0605
21/03/2019,4.0605
20/03/2019,4.077
19/03/2019,4.0745
18/03/2019,4.0825
15/03/2019,4.0905
14/03/2019,4.0895
13/03/2019,4.09
12/3/2019,4.0815
11/3/2019,4.0875
8/3/2019,4.0925
7/3/2019,4.087
6/3/2019,4.0895
5/3/2019,4.077
4/3/2019,4.072
1/3/2019,4.073
28/02/2019,4.0705
27/02/2019,4.0655
26/02/2019,4.072
25/02/2019,4.0705
22/02/2019,4.0825
21/02/2019,4.0695
20/02/2019,4.0695
19/02/2019,4.088
18/02/2019,4.0785
15/02/2019,4.0805
14/02/2019,4.063
13/02/2019,4.065
12/2/2019,4.077
11/2/2019,4.0725
8/2/2019,4.0725
7/2/2019,4.0785
4/2/2019,4.0925
31/01/2019,4.089
30/01/2019,4.109
29/01/2019,4.1135
28/01/2019,4.11
25/01/2019,4.136
24/01/2019,4.136
23/01/2019,4.1335
22/01/2019,4.128
18/01/2019,4.116
17/01/2019,4.109
16/01/2019,4.1125
15/01/2019,4.0975
14/01/2019,4.0975
11/1/2019,4.096
10/1/2019,4.0955
9/1/2019,4.114
8/1/2019,4.113
7/1/2019,4.1105
4/1/2019,4.1395
3/1/2019,4.1425
2/1/2019,4.139
31/12/2018,4.1385
28/12/2018,4.156
27/12/2018,4.1765
26/12/2018,4.1795
24/12/2018,4.1825
21/12/2018,4.1795
20/12/2018,4.184
19/12/2018,4.18
18/12/2018,4.1775
17/12/2018,4.187
14/12/2018,4.1815
13/12/2018,4.1825
12/12/2018,4.1825
11/12/2018,4.1805
10/12/2018,4.1705
7/12/2018,4.162
6/12/2018,4.1655
5/12/2018,4.1565
4/12/2018,4.1575
3/12/2018,4.178
30/11/2018,4.188
29/11/2018,4.19
28/11/2018,4.195
27/11/2018,4.1935
26/11/2018,4.1925
23/11/2018,4.196
22/11/2018,4.1925
21/11/2018,4.1995
19/11/2018,4.191
16/11/2018,4.192
15/11/2018,4.189
14/11/2018,4.1925
13/11/2018,4.195
12/11/2018,4.1845
9/11/2018,4.1785
8/11/2018,4.167
7/11/2018,4.1715
5/11/2018,4.1695
2/11/2018,4.1725
1/11/2018,4.1845
31/10/2018,4.1825
30/10/2018,4.18
29/10/2018,4.179
26/10/2018,4.1775
25/10/2018,4.1695
24/10/2018,4.1625
23/10/2018,4.1625
22/10/2018,4.158
19/10/2018,4.16
18/10/2018,4.156
17/10/2018,4.154
16/10/2018,4.1555
15/10/2018,4.158
12/10/2018,4.156
11/10/2018,4.159
10/10/2018,4.153
9/10/2018,4.1575
8/10/2018,4.152
5/10/2018,4.1455
4/10/2018,4.147
3/10/2018,4.139
2/10/2018,4.138
1/10/2018,4.1415
28/09/2018,4.1405
27/09/2018,4.1375
26/09/2018,4.1415
25/09/2018,4.1345
24/09/2018,4.1345
21/09/2018,4.131
20/09/2018,4.1375
19/09/2018,4.144
18/09/2018,4.146
14/09/2018,4.1415
13/09/2018,4.1425
12/9/2018,4.1495
7/9/2018,4.1435
6/9/2018,4.1465
5/9/2018,4.1435
4/9/2018,4.1355
3/9/2018,4.124
30/08/2018,4.1075
29/08/2018,4.103
28/08/2018,4.097
27/08/2018,4.0995
24/08/2018,4.1095
23/08/2018,4.105
21/08/2018,4.094
20/08/2018,4.103
17/08/2018,4.104
16/08/2018,4.1005
15/08/2018,4.103
14/08/2018,4.0965
13/08/2018,4.0925
10/8/2018,4.0795
9/8/2018,4.072
8/8/2018,4.076
7/8/2018,4.0845
6/8/2018,4.0775
3/8/2018,4.0825
2/8/2018,4.0725
1/8/2018,4.0655
31/07/2018,4.0605
30/07/2018,4.065
27/07/2018,4.0625
26/07/2018,4.055
25/07/2018,4.0635
24/07/2018,4.0675
23/07/2018,4.058
20/07/2018,4.0655
19/07/2018,4.0575
18/07/2018,4.0575
17/07/2018,4.045
16/07/2018,4.0485
13/07/2018,4.04
12/7/2018,4.0405
11/7/2018,4.03
10/7/2018,4.0085
9/7/2018,4.032
6/7/2018,4.0465
5/7/2018,4.0455
4/7/2018,4.0465
3/7/2018,4.049
2/7/2018,4.04
29/06/2018,4.0385
28/06/2018,4.0385
27/06/2018,4.0275
26/06/2018,4.02
25/06/2018,4.0135
22/06/2018,4.0135
21/06/2018,4.012
20/06/2018,4.0075
19/06/2018,3.998
18/06/2018,3.9985
14/06/2018,3.9915
13/06/2018,3.9955
12/6/2018,3.9895
11/6/2018,3.9875
8/6/2018,3.983
7/6/2018,3.9745
6/6/2018,3.972
5/6/2018,3.9735
4/6/2018,3.979
1/6/2018,3.9835
31/05/2018,3.9765
30/05/2018,3.995
28/05/2018,3.982
25/05/2018,3.9845
24/05/2018,3.987
23/05/2018,3.9755
22/05/2018,3.9765
21/05/2018,3.976
18/05/2018,3.977
17/05/2018,3.968
16/05/2018,3.9645
15/05/2018,3.952
14/05/2018,3.955
8/5/2018,3.95
7/5/2018,3.9415
4/5/2018,3.9345
3/5/2018,3.9378
2/5/2018,3.9265
30/04/2018,3.9195
27/04/2018,3.9195
26/04/2018,3.9205
25/04/2018,3.9085
24/04/2018,3.9075
23/04/2018,3.8985
20/04/2018,3.892
19/04/2018,3.8885
18/04/2018,3.8915
17/04/2018,3.889
16/04/2018,3.8865
13/04/2018,3.8795
12/4/2018,3.8765
11/4/2018,3.8705
10/4/2018,3.8645
9/4/2018,3.863
6/4/2018,3.8715
5/4/2018,3.867
4/4/2018,3.865
3/4/2018,3.8675
2/4/2018,3.864
30/03/2018,3.862
29/03/2018,3.868
28/03/2018,3.858
27/03/2018,3.8755
26/03/2018,3.9035
23/03/2018,3.913
22/03/2018,3.9095
21/03/2018,3.9245
20/03/2018,3.9155
19/03/2018,3.914
16/03/2018,3.924
15/03/2018,3.9145
14/03/2018,3.8965
13/03/2018,3.908
12/3/2018,3.9085
9/3/2018,3.9145
8/3/2018,3.9055
7/3/2018,3.903
6/3/2018,3.9045
5/3/2018,3.899
2/3/2018,3.916
1/3/2018,3.9305
28/02/2018,3.9255
27/02/2018,3.9105
26/02/2018,3.913
23/02/2018,3.9055
22/02/2018,3.9185
21/02/2018,3.9085
20/02/2018,3.8945
19/02/2018,3.888
15/02/2018,3.8945
14/02/2018,3.9265
13/02/2018,3.9335
12/2/2018,3.932
9/2/2018,3.9385
8/2/2018,3.9255
7/2/2018,3.9075
6/2/2018,3.9135
5/2/2018,3.8975
2/2/2018,3.8885
30/01/2018,3.8945
29/01/2018,3.8695
26/01/2018,3.875
25/01/2018,3.898
24/01/2018,3.9175
23/01/2018,3.927
22/01/2018,3.9415
19/01/2018,3.9365
18/01/2018,3.9605
17/01/2018,3.951
16/01/2018,3.955
15/01/2018,3.9575
12/1/2018,3.9705
11/1/2018,3.9895
10/1/2018,4.0085
9/1/2018,4.0015
8/1/2018,3.9875
5/1/2018,3.9945
4/1/2018,4.02
3/1/2018,4.0255
2/1/2018,4.0325
29/12/2017,4.062
28/12/2017,4.077
27/12/2017,4.0835
26/12/2017,4.079
22/12/2017,4.0905
21/12/2017,4.077
20/12/2017,4.074
19/12/2017,4.074
18/12/2017,4.087
15/12/2017,4.089
14/12/2017,4.079
13/12/2017,4.0755
12/12/2017,4.08
11/12/2017,4.082
8/12/2017,4.088
7/12/2017,4.0825
6/12/2017,4.067
5/12/2017,4.0525
4/12/2017,4.082
30/11/2017,4.087
29/11/2017,4.107
28/11/2017,4.1175
27/11/2017,4.117
24/11/2017,4.1195
23/11/2017,4.1115
22/11/2017,4.1245
21/11/2017,4.143
20/11/2017,4.158
17/11/2017,4.162
16/11/2017,4.1785
15/11/2017,4.1825
14/11/2017,4.1895
13/11/2017,4.188
10/11/2017,4.1935
9/11/2017,4.2275
8/11/2017,4.2285
7/11/2017,4.2265
6/11/2017,4.24
3/11/2017,4.2325
2/11/2017,4.2275
1/11/2017,4.2335
31/10/2017,4.2305
30/10/2017,4.2385
27/10/2017,4.2415
26/10/2017,4.233
25/10/2017,4.2335
24/10/2017,4.234
23/10/2017,4.2335
20/10/2017,4.224
19/10/2017,4.226
17/10/2017,4.223
16/10/2017,4.2185
13/10/2017,4.218
12/10/2017,4.2175
11/10/2017,4.2155
10/10/2017,4.2235
9/10/2017,4.232
6/10/2017,4.2365
5/10/2017,4.23
4/10/2017,4.2265
3/10/2017,4.24
2/10/2017,4.2305
29/09/2017,4.2275
28/09/2017,4.2315
27/09/2017,4.2185
26/09/2017,4.204
25/09/2017,4.193
21/09/2017,4.201
20/09/2017,4.1935
19/09/2017,4.1905
18/09/2017,4.1855
15/09/2017,4.192
14/09/2017,4.1995
13/09/2017,4.2035
12/9/2017,4.205
11/9/2017,4.1995
8/9/2017,4.1845
7/9/2017,4.2165
6/9/2017,4.2465
5/9/2017,4.2675
30/08/2017,4.2695
29/08/2017,4.2685
28/08/2017,4.2655
25/08/2017,4.2765
24/08/2017,4.2785
23/08/2017,4.283
22/08/2017,4.2835
21/08/2017,4.2885
18/08/2017,4.296
17/08/2017,4.293
16/08/2017,4.2985
15/08/2017,4.294
14/08/2017,4.2915
11/8/2017,4.2955
10/8/2017,4.2945
9/8/2017,4.288
8/8/2017,4.2835
7/8/2017,4.2805
4/8/2017,4.277
3/8/2017,4.2855
2/8/2017,4.287
1/8/2017,4.2775
31/07/2017,4.279
28/07/2017,4.28
27/07/2017,4.2765
26/07/2017,4.2855
25/07/2017,4.282
24/07/2017,4.2835
21/07/2017,4.2905
20/07/2017,4.2895
19/07/2017,4.285
18/07/2017,4.2875
17/07/2017,4.292
14/07/2017,4.2955
13/07/2017,4.2885
12/7/2017,4.2955
11/7/2017,4.2965
10/7/2017,4.2995
7/7/2017,4.2985
6/7/2017,4.2985
5/7/2017,4.297
4/7/2017,4.298
3/7/2017,4.298
30/06/2017,4.294
29/06/2017,4.296
28/06/2017,4.2975
23/06/2017,4.289
22/06/2017,4.286
21/06/2017,4.288
20/06/2017,4.2825
19/06/2017,4.2695
16/06/2017,4.2785
15/06/2017,4.254
14/06/2017,4.2615
13/06/2017,4.2605
9/6/2017,4.267
8/6/2017,4.263
7/6/2017,4.2715
6/6/2017,4.257
5/6/2017,4.2675
2/6/2017,4.2815
1/6/2017,4.289
31/05/2017,4.276
30/05/2017,4.283
29/05/2017,4.2685
26/05/2017,4.2775
25/05/2017,4.2785
24/05/2017,4.302
23/05/2017,4.298
22/05/2017,4.307
19/05/2017,4.329
18/05/2017,4.3275
17/05/2017,4.3175
16/05/2017,4.3135
15/05/2017,4.3365
12/5/2017,4.348
11/5/2017,4.3515
9/5/2017,4.3405
8/5/2017,4.3335
5/5/2017,4.3365
4/5/2017,4.323
3/5/2017,4.3145
2/5/2017,4.3275
28/04/2017,4.3475
27/04/2017,4.346
26/04/2017,4.355
25/04/2017,4.38
21/04/2017,4.395
20/04/2017,4.401
19/04/2017,4.407
18/04/2017,4.4085
17/04/2017,4.404
14/04/2017,4.4025
13/04/2017,4.4235
12/4/2017,4.4325
11/4/2017,4.4345
10/4/2017,4.4395
7/4/2017,4.4375
6/4/2017,4.4365
5/4/2017,4.4295
4/4/2017,4.4315
3/4/2017,4.426
31/03/2017,4.4265
30/03/2017,4.4225
29/03/2017,4.422
28/03/2017,4.4175
27/03/2017,4.4145
24/03/2017,4.43
23/03/2017,4.431
22/03/2017,4.431
21/03/2017,4.429
20/03/2017,4.4325
17/03/2017,4.442
16/03/2017,4.438
15/03/2017,4.451
14/03/2017,4.448
13/03/2017,4.4465
10/3/2017,4.4575
9/3/2017,4.4595
8/3/2017,4.449
7/3/2017,4.452
6/3/2017,4.452
3/3/2017,4.4555
2/3/2017,4.45
1/3/2017,4.4475
28/02/2017,4.445
27/02/2017,4.443
24/02/2017,4.446
23/02/2017,4.45
22/02/2017,4.457
21/02/2017,4.4595
20/02/2017,4.4575
17/02/2017,4.458
16/02/2017,4.457
15/02/2017,4.45
14/02/2017,4.4495
13/02/2017,4.4485
10/2/2017,4.4455
8/2/2017,4.44
7/2/2017,4.436
6/2/2017,4.4225
3/2/2017,4.4255
2/2/2017,4.438
31/01/2017,4.4295
27/01/2017,4.4295
26/01/2017,4.4355
25/01/2017,4.4385
24/01/2017,4.435
23/01/2017,4.44
20/01/2017,4.447
19/01/2017,4.4515
18/01/2017,4.4455
17/01/2017,4.467
16/01/2017,4.466
13/01/2017,4.4635
12/1/2017,4.4625
11/1/2017,4.475
10/1/2017,4.4745
9/1/2017,4.4785
6/1/2017,4.4725
5/1/2017,4.4875
4/1/2017,4.4995
3/1/2017,4.4925
30/12/2016,4.486
29/12/2016,4.4845
28/12/2016,4.4815
27/12/2016,4.4785
23/12/2016,4.4795
22/12/2016,4.4745
21/12/2016,4.4795
20/12/2016,4.4795
19/12/2016,4.4795
16/12/2016,4.4755
15/12/2016,4.4645
14/12/2016,4.4425
13/12/2016,4.4245
9/12/2016,4.4245
8/12/2016,4.429
7/12/2016,4.436
6/12/2016,4.444
5/12/2016,4.4495
2/12/2016,4.448
1/12/2016,4.468
30/11/2016,4.466
29/11/2016,4.463
28/11/2016,4.461
25/11/2016,4.465
24/11/2016,4.4635
23/11/2016,4.4445
22/11/2016,4.426
21/11/2016,4.4315
18/11/2016,4.412
17/11/2016,4.3885
16/11/2016,4.3485
15/11/2016,4.3355
14/11/2016,4.33
11/11/2016,4.2775
10/11/2016,4.2515
9/11/2016,4.22
8/11/2016,4.206
7/11/2016,4.2095
4/11/2016,4.1965
3/11/2016,4.187
2/11/2016,4.196
1/11/2016,4.1885
31/10/2016,4.204
28/10/2016,4.197
27/10/2016,4.1825
26/10/2016,4.1605
25/10/2016,4.175
24/10/2016,4.1823
21/10/2016,4.1925
20/10/2016,4.1785
19/10/2016,4.19
18/10/2016,4.2105
17/10/2016,4.2195
14/10/2016,4.2125
13/10/2016,4.208
12/10/2016,4.183
11/10/2016,4.155
10/10/2016,4.1475
7/10/2016,4.1535
6/10/2016,4.1335
5/10/2016,4.1415
4/10/2016,4.125
30/09/2016,4.1455
29/09/2016,4.114
28/09/2016,4.1405
27/09/2016,4.1185
26/09/2016,4.133
23/09/2016,4.1205
22/09/2016,4.115
21/09/2016,4.1505
20/09/2016,4.144
19/09/2016,4.1315
15/09/2016,4.1285
14/09/2016,4.1305
13/09/2016,4.104
9/9/2016,4.0625
8/9/2016,4.059
7/9/2016,4.061
6/9/2016,4.0795
5/9/2016,4.0745
2/9/2016,4.0845
1/9/2016,4.0765
30/08/2016,4.0495
29/08/2016,4.037
26/08/2016,4.0205
25/08/2016,4.0325
24/08/2016,4.036
23/08/2016,4.0295
22/08/2016,4.034
19/08/2016,4.011
18/08/2016,3.9945
17/08/2016,4
16/08/2016,3.9955
15/08/2016,4.0215
12/8/2016,4.0105
11/8/2016,4.0195
10/8/2016,3.9965
9/8/2016,4.0325
8/8/2016,4.043
5/8/2016,4.038
4/8/2016,4.0475
3/8/2016,4.0585
2/8/2016,4.052
1/8/2016,4.0325
29/07/2016,4.0535
28/07/2016,4.054
27/07/2016,4.0765
26/07/2016,4.076
25/07/2016,4.0815
22/07/2016,4.071
21/07/2016,4.0505
20/07/2016,4.02
19/07/2016,3.9865
18/07/2016,3.9785
15/07/2016,3.9585
14/07/2016,3.9595
13/07/2016,3.9865
12/7/2016,4.0015
11/7/2016,3.9855
8/7/2016,4.0425
5/7/2016,4.0005
4/7/2016,3.995
1/7/2016,3.993
30/06/2016,4.0225
29/06/2016,4.0575
28/06/2016,4.0915
27/06/2016,4.109
24/06/2016,4.115
23/06/2016,4.02
21/06/2016,4.0555
20/06/2016,4.077
17/06/2016,4.0985
16/06/2016,4.096
15/06/2016,4.101
14/06/2016,4.0925
13/06/2016,4.0945
10/6/2016,4.0705
9/6/2016,4.0355
8/6/2016,4.0625
7/6/2016,4.077
6/6/2016,4.1055
3/6/2016,4.15
2/6/2016,4.1625
1/6/2016,4.1345
31/05/2016,4.1195
30/05/2016,4.1095
27/05/2016,4.0855
26/05/2016,4.0825
25/05/2016,4.106
24/05/2016,4.1185
23/05/2016,4.068
20/05/2016,4.0795
19/05/2016,4.08
18/05/2016,4.035
17/05/2016,4.014
16/05/2016,4.0355
13/05/2016,4.0275
12/5/2016,4.0265
11/5/2016,4.0545
10/5/2016,4.059
9/5/2016,4.0005
6/5/2016,4.0095
5/5/2016,4.003
4/5/2016,3.9765
3/5/2016,3.9225
29/04/2016,3.9045
28/04/2016,3.917
27/04/2016,3.9315
26/04/2016,3.937
25/04/2016,3.9135
22/04/2016,3.9035
21/04/2016,3.881
20/04/2016,3.874
19/04/2016,3.8955
18/04/2016,3.934
15/04/2016,3.9055
14/04/2016,3.9035
13/04/2016,3.865
12/4/2016,3.892
11/4/2016,3.8807
8/4/2016,3.935
7/4/2016,3.905
6/4/2016,3.914
5/4/2016,3.9205
4/4/2016,3.88
1/4/2016,3.901
31/03/2016,3.922
30/03/2016,3.959
29/03/2016,4.0025
28/03/2016,4.0375
25/03/2016,4.047
24/03/2016,4.027
23/03/2016,3.982
22/03/2016,4.0435
21/03/2016,4.071
18/03/2016,4.0575
